id,username,email,password,date_of_registration,country,preferences,user_type,recommendation_system,id,user_id,content_id,interaction_type,interaction_date,id,title,release_date,duration,content_type,rating
592,user_592,user592@example.com,hash_password_592,2020-04-23,Germany,Genre_7,admin,Recomendeitor,568,592,64,comment,2021-02-10,64,Content_64,2014-11-26,133,series,4.4
286,user_286,user286@example.com,hash_password_286,2020-03-19,Brazil,Genre_1,content_creator,Recomendeitor_Plus,569,286,95,comment,2021-05-05,95,Content_95,2014-07-18,83,live,3.9
671,user_671,user671@example.com,hash_password_671,2022-06-26,UK,Genre_9,consumer,Recomendeitor_Plus,570,671,2,share,2021-10-30,2,Content_2,2015-03-27,63,live,2.4
389,user_389,user389@example.com,hash_password_389,2020-01-13,France,Genre_10,content_creator,Recomendeitor,571,389,173,comment,2022-05-09,173,Content_173,2010-09-29,103,series,1.7
416,user_416,user416@example.com,hash_password_416,2021-10-20,France,Genre_7,admin,Recomendeitor_Plus,572,416,95,like,2021-01-05,95,Content_95,2014-07-18,83,live,3.9
784,user_784,user784@example.com,hash_password_784,2021-10-27,Japan,Genre_3,content_creator,Recomendeitor,573,784,62,comment,2022-09-17,62,Content_62,2021-10-20,128,movie,1.7
713,user_713,user713@example.com,hash_password_713,2020-10-09,USA,Genre_8,moderator,Recomendeitor,574,713,142,share,2021-03-12,142,Content_142,2017-01-22,74,live,4.2
150,user_150,user150@example.com,hash_password_150,2020-01-18,India,Genre_7,admin,Recomendeitor_Plus,575,150,74,like,2022-10-02,74,Content_74,2015-07-02,129,movie,3.8
960,user_960,user960@example.com,hash_password_960,2020-11-23,Spain,Genre_5,content_creator,Recomendeitor,576,960,100,share,2021-04-23,100,Content_100,2021-11-17,169,movie,4.4
428,user_428,user428@example.com,hash_password_428,2022-05-21,France,Genre_6,content_creator,Recomendeitor_Plus,577,428,111,comment,2022-01-02,111,Content_111,2010-03-26,68,live,4.0
808,user_808,user808@example.com,hash_password_808,2021-12-23,India,Genre_4,content_creator,Recomendeitor,578,808,104,favorite,2022-12-21,104,Content_104,2020-09-19,119,short,3.9
293,user_293,user293@example.com,hash_password_293,2021-09-23,Germany,Genre_3,consumer,Recomendeitor,579,293,15,comment,2022-04-12,15,Content_15,2018-07-07,28,short,1.5
334,user_334,user334@example.com,hash_password_334,2022-11-14,Italy,Genre_10,consumer,Recomendeitor_Plus,580,334,14,comment,2021-12-05,14,Content_14,2014-08-19,172,movie,3.6
272,user_272,user272@example.com,hash_password_272,2020-10-24,Brazil,Genre_4,content_creator,Recomendeitor,581,272,159,share,2021-03-10,159,Content_159,2015-08-28,170,short,4.4
43,user_43,user43@example.com,hash_password_43,2021-08-13,Japan,Genre_9,moderator,Recomendeitor,582,43,157,favorite,2021-02-19,157,Content_157,2018-03-29,154,documentary,2.5
468,user_468,user468@example.com,hash_password_468,2020-09-04,Canada,,content_creator,Recomendeitor,583,468,27,comment,2021-07-24,27,Content_27,2010-06-10,46,series,3.3
319,user_319,user319@example.com,hash_password_319,2021-05-02,Brazil,Genre_8,content_creator,Recomendeitor_Plus,584,319,85,like,2021-06-22,85,Content_85,2018-10-27,30,series,1.0
492,user_492,user492@example.com,hash_password_492,2021-09-12,Italy,Genre_6,content_creator,Recomendeitor,585,492,9,like,2021-10-16,9,Content_9,2017-12-22,161,short,3.9
527,user_527,user527@example.com,hash_password_527,2022-10-28,Italy,Genre_3,consumer,Recomendeitor_Plus,586,527,20,share,2021-03-04,20,Content_20,2020-03-05,80,live,1.2
760,user_760,user760@example.com,hash_password_760,2020-06-16,Japan,Genre_5,admin,Recomendeitor_Plus,587,760,186,share,2022-04-19,186,Content_186,2018-07-19,56,series,3.5
172,user_172,user172@example.com,hash_password_172,2022-02-27,USA,Genre_5,consumer,Recomendeitor_Plus,588,172,79,favorite,2021-01-30,79,Content_79,2021-03-10,62,documentary,3.2
730,user_730,user730@example.com,hash_password_730,2020-03-21,Spain,Genre_6,consumer,Recomendeitor,589,730,177,share,2022-07-17,177,Content_177,2021-12-31,46,documentary,1.5
649,user_649,user649@example.com,hash_password_649,2021-06-05,Spain,Genre_5,consumer,Recomendeitor,590,649,57,favorite,2021-10-26,57,Content_57,2021-05-27,111,documentary,4.1
321,user_321,user321@example.com,hash_password_321,2020-03-18,Spain,Genre_2,content_creator,Recomendeitor,591,321,144,comment,2022-12-24,144,Content_144,2018-08-21,156,series,2.4
739,user_739,user739@example.com,hash_password_739,2020-11-05,Germany,Genre_7,consumer,Recomendeitor_Plus,592,739,100,like,2021-11-08,100,Content_100,2021-11-17,169,movie,4.4
44,user_44,user44@example.com,hash_password_44,2020-05-30,India,Genre_3,moderator,Recomendeitor_Plus,593,44,75,like,2022-04-22,75,Content_75,2011-12-22,135,documentary,4.1
532,user_532,user532@example.com,hash_password_532,2020-07-12,Japan,Genre_5,admin,Recomendeitor,594,532,136,like,2022-05-25,136,Content_136,2020-03-13,130,series,2.8
631,user_631,user631@example.com,hash_password_631,2021-11-23,UK,Genre_4,admin,Recomendeitor_Plus,595,631,67,share,2022-02-09,67,Content_67,2022-12-09,75,short,1.3
454,user_454,user454@example.com,hash_password_454,2021-09-23,USA,Genre_3,consumer,Recomendeitor,596,454,19,share,2021-08-11,19,Content_19,2011-05-15,122,documentary,5.0
746,user_746,user746@example.com,hash_password_746,2022-11-05,Canada,Genre_3,admin,Recomendeitor_Plus,597,746,105,comment,2022-07-07,105,Content_105,2020-05-11,62,series,4.3
970,user_970,user970@example.com,hash_password_970,2020-01-05,France,Genre_3,content_creator,Recomendeitor,598,970,195,share,2022-04-10,195,Content_195,2022-04-17,25,short,2.2
880,user_880,user880@example.com,hash_password_880,2020-07-04,UK,Genre_9,admin,Recomendeitor_Plus,599,880,164,favorite,2021-02-14,164,Content_164,2017-09-30,158,documentary,1.9
891,user_891,user891@example.com,hash_password_891,2021-03-15,Canada,Genre_10,consumer,Recomendeitor_Plus,600,891,188,like,2022-08-24,188,Content_188,2015-08-25,114,live,4.3
929,user_929,user929@example.com,hash_password_929,2022-09-04,Brazil,Genre_6,consumer,Recomendeitor,601,929,164,comment,2022-09-30,164,Content_164,2017-09-30,158,documentary,1.9
848,user_848,user848@example.com,hash_password_848,2022-01-09,Germany,Genre_8,content_creator,Recomendeitor,602,848,11,favorite,2021-05-17,11,Content_11,2015-03-05,39,short,2.7
868,user_868,user868@example.com,hash_password_868,2022-05-04,Spain,Genre_1,admin,Recomendeitor_Plus,603,868,51,favorite,2022-05-13,51,Content_51,2011-07-21,151,short,2.1
774,user_774,user774@example.com,hash_password_774,2020-06-07,Brazil,Genre_5,consumer,Recomendeitor_Plus,604,774,126,share,2022-01-19,126,Content_126,2014-08-27,27,series,3.9
83,user_83,user83@example.com,hash_password_83,2022-11-27,Brazil,Genre_6,admin,Recomendeitor_Plus,605,83,80,share,2021-12-07,80,Content_80,2019-03-26,48,short,2.1
543,user_543,user543@example.com,hash_password_543,2020-07-16,Brazil,Genre_8,moderator,Recomendeitor,606,543,183,like,2021-01-09,183,Content_183,2018-06-05,37,documentary,3.7
322,user_322,user322@example.com,hash_password_322,2022-06-26,Italy,Genre_9,moderator,Recomendeitor,607,322,54,comment,2021-06-06,54,Content_54,2016-12-12,70,documentary,4.8
786,user_786,user786@example.com,hash_password_786,2021-07-29,UK,Genre_6,moderator,Recomendeitor_Plus,608,786,17,favorite,2022-10-23,17,Content_17,2018-05-27,17,short,2.6
234,user_234,user234@example.com,hash_password_234,2020-12-21,USA,Genre_10,moderator,Recomendeitor_Plus,609,234,190,share,2022-05-26,190,Content_190,2017-06-28,22,short,1.0
540,user_540,user540@example.com,hash_password_540,2022-12-19,USA,Genre_1,moderator,Recomendeitor,610,540,170,share,2022-12-24,170,Content_170,2016-07-07,20,movie,3.0
252,user_252,user252@example.com,hash_password_252,2021-09-24,Germany,Genre_4,admin,Recomendeitor_Plus,611,252,24,comment,2022-09-17,24,Content_24,2015-06-26,74,live,4.0
836,user_836,user836@example.com,hash_password_836,2021-03-05,Spain,,admin,Recomendeitor_Plus,612,836,145,comment,2022-02-07,145,Content_145,2014-07-19,146,live,2.3
765,user_765,user765@example.com,hash_password_765,2022-11-18,Japan,Genre_4,content_creator,Recomendeitor,613,765,48,share,2021-08-11,48,Content_48,2017-06-01,108,short,3.3
449,user_449,user449@example.com,hash_password_449,2021-01-22,USA,Genre_4,content_creator,Recomendeitor_Plus,614,449,84,share,2021-06-01,84,Content_84,2013-03-11,22,live,4.1
239,user_239,user239@example.com,hash_password_239,2022-03-09,India,Genre_2,consumer,Recomendeitor,615,239,198,like,2021-01-27,198,Content_198,2021-02-20,175,short,2.3
490,user_490,user490@example.com,hash_password_490,2022-09-23,Canada,Genre_10,content_creator,Recomendeitor_Plus,616,490,7,comment,2022-09-01,7,Content_7,2017-06-21,30,series,2.3
882,user_882,user882@example.com,hash_password_882,2022-12-08,Spain,Genre_8,moderator,Recomendeitor,617,882,142,favorite,2022-04-11,142,Content_142,2017-01-22,74,live,4.2
464,user_464,user464@example.com,hash_password_464,2021-10-01,Brazil,Genre_9,consumer,Recomendeitor,618,464,11,share,2022-02-01,11,Content_11,2015-03-05,39,short,2.7
941,user_941,user941@example.com,hash_password_941,2022-07-30,Canada,Genre_4,consumer,Recomendeitor_Plus,619,941,12,share,2022-02-05,12,Content_12,2021-11-26,66,live,1.1
314,user_314,user314@example.com,hash_password_314,2020-12-04,Japan,Genre_1,content_creator,Recomendeitor,620,314,110,share,2022-06-27,110,Content_110,2019-05-16,13,documentary,4.9
175,user_175,user175@example.com,hash_password_175,2020-08-25,Brazil,Genre_2,content_creator,Recomendeitor,621,175,133,share,2021-06-29,133,Content_133,2012-06-17,178,movie,4.3
706,user_706,user706@example.com,hash_password_706,2022-10-26,Canada,Genre_9,moderator,Recomendeitor,622,706,133,like,2022-04-23,133,Content_133,2012-06-17,178,movie,4.3
180,user_180,user180@example.com,hash_password_180,2020-01-01,Spain,Genre_6,admin,Recomendeitor,623,180,128,comment,2021-05-12,128,Content_128,2018-03-18,47,movie,1.4
932,user_932,user932@example.com,hash_password_932,2020-08-23,UK,Genre_9,content_creator,Recomendeitor_Plus,624,932,148,share,2022-06-08,148,Content_148,2022-05-09,109,short,3.8
385,user_385,user385@example.com,hash_password_385,2021-04-14,Italy,Genre_5,moderator,Recomendeitor,625,385,54,comment,2021-01-29,54,Content_54,2016-12-12,70,documentary,4.8
295,user_295,user295@example.com,hash_password_295,2022-01-17,USA,Genre_2,content_creator,Recomendeitor,626,295,55,favorite,2021-10-07,55,Content_55,2015-09-03,92,live,4.6
215,user_215,user215@example.com,hash_password_215,2021-08-03,India,Genre_1,consumer,Recomendeitor,627,215,186,favorite,2021-07-05,186,Content_186,2018-07-19,56,series,3.5
986,user_986,user986@example.com,hash_password_986,2021-02-14,Germany,Genre_5,content_creator,Recomendeitor,628,986,79,favorite,2022-05-24,79,Content_79,2021-03-10,62,documentary,3.2
715,user_715,user715@example.com,hash_password_715,2021-02-08,Italy,Genre_4,consumer,Recomendeitor,629,715,90,favorite,2021-01-01,90,Content_90,2020-08-22,34,short,1.9
762,user_762,user762@example.com,hash_password_762,2020-02-09,USA,Genre_8,consumer,Recomendeitor,630,762,97,comment,2021-05-03,97,Content_97,2012-03-25,63,series,1.9
874,user_874,user874@example.com,hash_password_874,2021-04-21,USA,Genre_8,content_creator,Recomendeitor,631,874,127,favorite,2021-03-09,127,Content_127,2017-01-25,105,series,4.0
769,user_769,user769@example.com,hash_password_769,2020-04-28,Brazil,Genre_1,content_creator,Recomendeitor,632,769,30,favorite,2021-08-03,30,Content_30,2021-06-21,46,series,2.0
75,user_75,user75@example.com,hash_password_75,2021-07-20,Brazil,Genre_5,content_creator,Recomendeitor_Plus,633,75,24,share,2022-08-29,24,Content_24,2015-06-26,74,live,4.0
344,user_344,user344@example.com,hash_password_344,2020-05-07,Germany,Genre_2,admin,Recomendeitor,634,344,131,share,2021-11-07,131,Content_131,2017-10-09,59,short,2.5
714,user_714,user714@example.com,hash_password_714,2020-03-19,Brazil,Genre_2,consumer,Recomendeitor,635,714,122,share,2021-10-02,122,Content_122,2022-03-11,58,short,1.2
142,user_142,user142@example.com,hash_password_142,2020-04-08,Italy,,consumer,Recomendeitor,636,142,100,like,2022-06-05,100,Content_100,2021-11-17,169,movie,4.4
718,user_718,user718@example.com,hash_password_718,2020-11-24,USA,,moderator,Recomendeitor_Plus,637,718,176,share,2021-11-03,176,Content_176,2018-01-17,149,short,2.6
199,user_199,user199@example.com,hash_password_199,2022-10-21,Canada,,consumer,Recomendeitor_Plus,638,199,71,favorite,2021-11-11,71,Content_71,2011-07-02,43,live,4.2
919,user_919,user919@example.com,hash_password_919,2020-10-13,France,Genre_4,moderator,Recomendeitor_Plus,639,919,150,comment,2022-04-01,150,Content_150,2019-12-27,152,documentary,3.2
171,user_171,user171@example.com,hash_password_171,2022-09-19,UK,Genre_5,admin,Recomendeitor_Plus,640,171,14,favorite,2021-06-05,14,Content_14,2014-08-19,172,movie,3.6
406,user_406,user406@example.com,hash_password_406,2020-11-12,Italy,Genre_1,admin,Recomendeitor_Plus,641,406,48,comment,2022-02-07,48,Content_48,2017-06-01,108,short,3.3
828,user_828,user828@example.com,hash_password_828,2022-01-27,Brazil,Genre_6,admin,Recomendeitor,642,828,29,favorite,2021-01-12,29,Content_29,2013-11-23,152,live,4.2
228,user_228,user228@example.com,hash_password_228,2022-07-03,Italy,,admin,Recomendeitor,643,228,50,like,2022-07-27,50,Content_50,2018-05-14,12,movie,4.0
411,user_411,user411@example.com,hash_password_411,2022-01-28,Spain,Genre_10,admin,Recomendeitor_Plus,644,411,138,share,2022-07-01,138,Content_138,2022-09-12,166,series,3.8
952,user_952,user952@example.com,hash_password_952,2021-04-19,UK,Genre_8,admin,Recomendeitor_Plus,645,952,199,favorite,2021-02-23,199,Content_199,2012-08-17,63,movie,3.9
898,user_898,user898@example.com,hash_password_898,2021-04-14,Brazil,Genre_8,content_creator,Recomendeitor,646,898,27,share,2022-12-15,27,Content_27,2010-06-10,46,series,3.3
935,user_935,user935@example.com,hash_password_935,2021-04-16,Italy,Genre_5,moderator,Recomendeitor_Plus,647,935,79,like,2021-03-12,79,Content_79,2021-03-10,62,documentary,3.2
691,user_691,user691@example.com,hash_password_691,2020-02-15,USA,Genre_2,moderator,Recomendeitor,648,691,96,like,2022-03-03,96,Content_96,2019-05-06,19,short,4.9
878,user_878,user878@example.com,hash_password_878,2020-10-26,France,Genre_9,content_creator,Recomendeitor_Plus,649,878,156,share,2021-08-09,156,Content_156,2019-03-01,174,series,3.9
787,user_787,user787@example.com,hash_password_787,2020-04-17,Italy,Genre_3,consumer,Recomendeitor,650,787,137,share,2022-07-19,137,Content_137,2018-08-25,73,documentary,4.7
62,user_62,user62@example.com,hash_password_62,2022-12-30,Spain,Genre_8,moderator,Recomendeitor_Plus,651,62,71,comment,2022-10-07,71,Content_71,2011-07-02,43,live,4.2
327,user_327,user327@example.com,hash_password_327,2020-03-29,USA,Genre_10,admin,Recomendeitor,652,327,80,share,2022-03-11,80,Content_80,2019-03-26,48,short,2.1
716,user_716,user716@example.com,hash_password_716,2021-08-11,Japan,,consumer,Recomendeitor_Plus,653,716,154,share,2022-12-12,154,Content_154,2012-07-12,121,documentary,1.7
963,user_963,user963@example.com,hash_password_963,2020-05-06,France,Genre_1,admin,Recomendeitor,654,963,81,comment,2022-03-29,81,Content_81,2017-11-10,74,documentary,2.7
959,user_959,user959@example.com,hash_password_959,2022-08-29,Germany,Genre_7,admin,Recomendeitor_Plus,655,959,87,favorite,2021-09-28,87,Content_87,2020-08-04,62,short,3.1
879,user_879,user879@example.com,hash_password_879,2021-05-05,Germany,Genre_2,admin,Recomendeitor,656,879,8,comment,2021-09-27,8,Content_8,2012-02-12,178,documentary,4.4
133,user_133,user133@example.com,hash_password_133,2020-05-21,UK,Genre_5,moderator,Recomendeitor_Plus,657,133,2,favorite,2022-09-26,2,Content_2,2015-03-27,63,live,2.4
584,user_584,user584@example.com,hash_password_584,2020-12-14,Spain,Genre_7,content_creator,Recomendeitor,658,584,185,favorite,2021-08-03,185,Content_185,2012-02-24,108,live,2.0
590,user_590,user590@example.com,hash_password_590,2022-01-08,France,Genre_3,moderator,Recomendeitor_Plus,659,590,180,favorite,2021-06-25,180,Content_180,2021-04-17,110,live,2.2
189,user_189,user189@example.com,hash_password_189,2020-03-30,Spain,Genre_3,consumer,Recomendeitor,660,189,186,comment,2022-04-16,186,Content_186,2018-07-19,56,series,3.5
356,user_356,user356@example.com,hash_password_356,2021-02-16,Spain,Genre_3,admin,Recomendeitor_Plus,661,356,123,comment,2021-06-01,123,Content_123,2014-12-19,88,short,2.1
71,user_71,user71@example.com,hash_password_71,2021-08-13,Brazil,,consumer,Recomendeitor_Plus,662,71,121,like,2021-12-20,121,Content_121,2018-06-24,114,movie,4.8
263,user_263,user263@example.com,hash_password_263,2022-11-12,Spain,Genre_6,content_creator,Recomendeitor_Plus,663,263,96,favorite,2022-12-24,96,Content_96,2019-05-06,19,short,4.9
306,user_306,user306@example.com,hash_password_306,2021-10-19,USA,Genre_10,content_creator,Recomendeitor,664,306,93,comment,2021-11-10,93,Content_93,2010-11-17,32,series,1.9
558,user_558,user558@example.com,hash_password_558,2020-11-22,Italy,Genre_2,moderator,Recomendeitor_Plus,665,558,3,like,2022-03-23,3,Content_3,2020-02-15,147,live,4.7
224,user_224,user224@example.com,hash_password_224,2020-02-02,Canada,Genre_5,admin,Recomendeitor_Plus,666,224,136,favorite,2021-01-04,136,Content_136,2020-03-13,130,series,2.8
328,user_328,user328@example.com,hash_password_328,2022-02-27,Brazil,Genre_7,content_creator,Recomendeitor,667,328,187,comment,2021-07-22,187,Content_187,2020-01-16,155,series,3.3
762,user_762,user762@example.com,hash_password_762,2020-02-09,USA,Genre_8,consumer,Recomendeitor,668,762,2,comment,2021-05-16,2,Content_2,2015-03-27,63,live,2.4
588,user_588,user588@example.com,hash_password_588,2020-03-12,France,Genre_4,content_creator,Recomendeitor_Plus,669,588,190,comment,2021-11-13,190,Content_190,2017-06-28,22,short,1.0
74,user_74,user74@example.com,hash_password_74,2022-09-14,France,Genre_2,moderator,Recomendeitor_Plus,670,74,115,share,2022-01-29,115,Content_115,2013-10-28,168,live,1.3
511,user_511,user511@example.com,hash_password_511,2020-06-28,UK,Genre_1,consumer,Recomendeitor_Plus,671,511,49,like,2021-03-24,49,Content_49,2020-10-19,81,short,3.1
142,user_142,user142@example.com,hash_password_142,2020-04-08,Italy,,consumer,Recomendeitor,672,142,101,comment,2022-03-10,101,Content_101,2018-03-31,123,movie,2.7
585,user_585,user585@example.com,hash_password_585,2020-11-05,France,Genre_10,admin,Recomendeitor,673,585,148,share,2021-02-26,148,Content_148,2022-05-09,109,short,3.8
102,user_102,user102@example.com,hash_password_102,2020-12-21,USA,Genre_6,moderator,Recomendeitor_Plus,674,102,29,like,2022-01-26,29,Content_29,2013-11-23,152,live,4.2
606,user_606,user606@example.com,hash_password_606,2020-01-09,India,,admin,Recomendeitor,675,606,145,like,2021-08-17,145,Content_145,2014-07-19,146,live,2.3
581,user_581,user581@example.com,hash_password_581,2020-12-30,India,Genre_3,consumer,Recomendeitor,676,581,74,share,2021-09-22,74,Content_74,2015-07-02,129,movie,3.8
65,user_65,user65@example.com,hash_password_65,2022-10-24,Canada,Genre_4,moderator,Recomendeitor,677,65,105,like,2021-04-01,105,Content_105,2020-05-11,62,series,4.3
193,user_193,user193@example.com,hash_password_193,2020-05-13,Brazil,Genre_2,content_creator,Recomendeitor,678,193,150,share,2022-09-16,150,Content_150,2019-12-27,152,documentary,3.2
953,user_953,user953@example.com,hash_password_953,2022-06-02,Brazil,Genre_6,admin,Recomendeitor,679,953,6,favorite,2022-02-03,6,Content_6,2014-11-29,135,short,1.9
62,user_62,user62@example.com,hash_password_62,2022-12-30,Spain,Genre_8,moderator,Recomendeitor_Plus,680,62,62,comment,2021-07-20,62,Content_62,2021-10-20,128,movie,1.7
532,user_532,user532@example.com,hash_password_532,2020-07-12,Japan,Genre_5,admin,Recomendeitor,681,532,31,share,2022-11-12,31,Content_31,2019-10-15,150,movie,3.3
241,user_241,user241@example.com,hash_password_241,2021-03-08,UK,,admin,Recomendeitor,682,241,190,like,2022-02-22,190,Content_190,2017-06-28,22,short,1.0
715,user_715,user715@example.com,hash_password_715,2021-02-08,Italy,Genre_4,consumer,Recomendeitor,683,715,119,like,2022-09-24,119,Content_119,2021-01-07,136,documentary,4.1
410,user_410,user410@example.com,hash_password_410,2022-02-24,France,,moderator,Recomendeitor,684,410,12,favorite,2022-09-09,12,Content_12,2021-11-26,66,live,1.1
300,user_300,user300@example.com,hash_password_300,2021-08-11,India,Genre_3,content_creator,Recomendeitor_Plus,685,300,12,favorite,2022-03-23,12,Content_12,2021-11-26,66,live,1.1
195,user_195,user195@example.com,hash_password_195,2020-04-17,Spain,Genre_7,moderator,Recomendeitor_Plus,686,195,191,favorite,2021-07-14,191,Content_191,2011-09-12,150,movie,3.7
454,user_454,user454@example.com,hash_password_454,2021-09-23,USA,Genre_3,consumer,Recomendeitor,687,454,144,favorite,2022-06-24,144,Content_144,2018-08-21,156,series,2.4
574,user_574,user574@example.com,hash_password_574,2021-03-16,Brazil,,moderator,Recomendeitor_Plus,688,574,25,favorite,2021-12-10,25,Content_25,2020-04-09,45,short,4.7
619,user_619,user619@example.com,hash_password_619,2020-07-26,France,Genre_1,consumer,Recomendeitor,689,619,150,comment,2021-10-20,150,Content_150,2019-12-27,152,documentary,3.2
637,user_637,user637@example.com,hash_password_637,2022-09-17,Canada,Genre_3,moderator,Recomendeitor_Plus,690,637,91,share,2022-03-14,91,Content_91,2017-07-09,40,series,2.2
301,user_301,user301@example.com,hash_password_301,2020-01-04,France,Genre_5,content_creator,Recomendeitor_Plus,691,301,88,favorite,2022-01-11,88,Content_88,2022-11-14,28,live,1.2
779,user_779,user779@example.com,hash_password_779,2020-07-07,Spain,Genre_4,moderator,Recomendeitor_Plus,692,779,76,favorite,2022-08-22,76,Content_76,2016-11-16,64,movie,3.6
456,user_456,user456@example.com,hash_password_456,2020-08-28,Japan,Genre_2,content_creator,Recomendeitor_Plus,693,456,18,comment,2021-07-08,18,Content_18,2017-06-13,35,documentary,4.7
989,user_989,user989@example.com,hash_password_989,2022-10-24,Germany,Genre_7,consumer,Recomendeitor,694,989,45,share,2022-08-12,45,Content_45,2014-09-25,167,short,4.8
202,user_202,user202@example.com,hash_password_202,2020-09-13,USA,Genre_10,moderator,Recomendeitor,695,202,111,favorite,2021-09-21,111,Content_111,2010-03-26,68,live,4.0
674,user_674,user674@example.com,hash_password_674,2022-06-13,India,Genre_6,consumer,Recomendeitor,696,674,80,share,2022-08-26,80,Content_80,2019-03-26,48,short,2.1
856,user_856,user856@example.com,hash_password_856,2021-09-20,USA,Genre_5,consumer,Recomendeitor,697,856,68,share,2021-12-23,68,Content_68,2019-05-12,22,documentary,4.8
302,user_302,user302@example.com,hash_password_302,2021-08-29,Brazil,,consumer,Recomendeitor,698,302,140,comment,2022-06-14,140,Content_140,2011-03-10,148,series,4.4
624,user_624,user624@example.com,hash_password_624,2022-07-14,India,Genre_8,content_creator,Recomendeitor,699,624,177,comment,2021-12-24,177,Content_177,2021-12-31,46,documentary,1.5
337,user_337,user337@example.com,hash_password_337,2020-07-05,Canada,Genre_7,content_creator,Recomendeitor,700,337,161,favorite,2022-11-28,161,Content_161,2022-12-24,129,short,3.8
32,user_32,user32@example.com,hash_password_32,2020-01-11,UK,Genre_3,content_creator,Recomendeitor_Plus,701,32,191,like,2022-04-01,191,Content_191,2011-09-12,150,movie,3.7
971,user_971,user971@example.com,hash_password_971,2021-09-26,Japan,Genre_8,admin,Recomendeitor_Plus,702,971,18,comment,2022-11-01,18,Content_18,2017-06-13,35,documentary,4.7
98,user_98,user98@example.com,hash_password_98,2020-12-07,Italy,Genre_1,moderator,Recomendeitor,703,98,54,share,2021-01-22,54,Content_54,2016-12-12,70,documentary,4.8
984,user_984,user984@example.com,hash_password_984,2022-12-03,UK,Genre_5,moderator,Recomendeitor,704,984,112,share,2022-01-10,112,Content_112,2019-05-25,17,documentary,2.6
759,user_759,user759@example.com,hash_password_759,2021-04-28,India,Genre_1,consumer,Recomendeitor_Plus,705,759,97,favorite,2021-04-01,97,Content_97,2012-03-25,63,series,1.9
773,user_773,user773@example.com,hash_password_773,2021-01-12,USA,Genre_10,content_creator,Recomendeitor,706,773,27,favorite,2021-07-20,27,Content_27,2010-06-10,46,series,3.3
191,user_191,user191@example.com,hash_password_191,2022-05-31,Germany,Genre_9,moderator,Recomendeitor_Plus,707,191,78,favorite,2021-02-22,78,Content_78,2010-01-08,127,live,4.5
541,user_541,user541@example.com,hash_password_541,2021-04-04,Spain,Genre_9,admin,Recomendeitor_Plus,708,541,153,share,2021-10-25,153,Content_153,2018-05-01,92,movie,2.5
48,user_48,user48@example.com,hash_password_48,2021-02-14,Germany,,consumer,Recomendeitor_Plus,709,48,162,comment,2022-05-08,162,Content_162,2019-03-31,147,documentary,4.9
250,user_250,user250@example.com,hash_password_250,2021-01-12,USA,Genre_8,content_creator,Recomendeitor,710,250,88,like,2022-09-05,88,Content_88,2022-11-14,28,live,1.2
226,user_226,user226@example.com,hash_password_226,2022-05-10,Japan,Genre_9,admin,Recomendeitor,711,226,188,comment,2021-06-21,188,Content_188,2015-08-25,114,live,4.3
272,user_272,user272@example.com,hash_password_272,2020-10-24,Brazil,Genre_4,content_creator,Recomendeitor,712,272,54,like,2022-06-10,54,Content_54,2016-12-12,70,documentary,4.8
665,user_665,user665@example.com,hash_password_665,2021-12-24,Italy,Genre_9,admin,Recomendeitor_Plus,713,665,87,comment,2022-06-29,87,Content_87,2020-08-04,62,short,3.1
485,user_485,user485@example.com,hash_password_485,2021-05-24,Brazil,Genre_8,admin,Recomendeitor,714,485,5,favorite,2021-06-28,5,Content_5,2019-09-07,73,movie,3.5
328,user_328,user328@example.com,hash_password_328,2022-02-27,Brazil,Genre_7,content_creator,Recomendeitor,715,328,123,share,2022-09-14,123,Content_123,2014-12-19,88,short,2.1
797,user_797,user797@example.com,hash_password_797,2022-09-14,France,Genre_10,moderator,Recomendeitor,716,797,164,like,2021-09-03,164,Content_164,2017-09-30,158,documentary,1.9
180,user_180,user180@example.com,hash_password_180,2020-01-01,Spain,Genre_6,admin,Recomendeitor,717,180,54,comment,2021-11-17,54,Content_54,2016-12-12,70,documentary,4.8
814,user_814,user814@example.com,hash_password_814,2020-05-14,Germany,Genre_9,consumer,Recomendeitor_Plus,718,814,164,share,2021-10-02,164,Content_164,2017-09-30,158,documentary,1.9
665,user_665,user665@example.com,hash_password_665,2021-12-24,Italy,Genre_9,admin,Recomendeitor_Plus,719,665,197,like,2022-02-06,197,Content_197,2016-12-22,82,live,3.5
746,user_746,user746@example.com,hash_password_746,2022-11-05,Canada,Genre_3,admin,Recomendeitor_Plus,720,746,39,like,2022-02-21,39,Content_39,2022-11-13,113,short,1.9
23,user_23,user23@example.com,hash_password_23,2020-11-04,Japan,Genre_5,admin,Recomendeitor_Plus,721,23,198,share,2021-01-08,198,Content_198,2021-02-20,175,short,2.3
930,user_930,user930@example.com,hash_password_930,2022-12-02,Italy,Genre_9,admin,Recomendeitor,722,930,109,favorite,2022-06-29,109,Content_109,2015-04-15,39,series,4.2
963,user_963,user963@example.com,hash_password_963,2020-05-06,France,Genre_1,admin,Recomendeitor,723,963,132,share,2022-10-09,132,Content_132,2019-05-19,17,short,4.7
606,user_606,user606@example.com,hash_password_606,2020-01-09,India,,admin,Recomendeitor,724,606,74,favorite,2021-07-24,74,Content_74,2015-07-02,129,movie,3.8
