id,username,email,password,date_of_registration,country,preferences,user_type,recommendation_system,user_id,content_id,id,title,release_date,duration,content_type,rating
726,user_726,user726@example.com,hash_password_726,2020-05-07,Germany,Genre_9,admin,Recomendeitor_Plus,726,52,52,Content_52,2017-12-30,43,series,2.4
109,user_109,user109@example.com,hash_password_109,2022-05-31,Spain,Genre_8,content_creator,Recomendeitor,109,65,65,Content_65,2021-04-10,153,short,1.8
968,user_968,user968@example.com,hash_password_968,2020-04-26,Canada,Genre_10,content_creator,Recomendeitor,968,39,39,Content_39,2022-11-13,113,short,1.9
284,user_284,user284@example.com,hash_password_284,2022-05-04,UK,Genre_8,content_creator,Recomendeitor,284,3,3,Content_3,2020-02-15,147,live,4.7
941,user_941,user941@example.com,hash_password_941,2022-07-30,Canada,Genre_4,consumer,Recomendeitor_Plus,941,170,170,Content_170,2016-07-07,20,movie,3.0
937,user_937,user937@example.com,hash_password_937,2021-01-20,India,,content_creator,Recomendeitor_Plus,937,71,71,Content_71,2011-07-02,43,live,4.2
606,user_606,user606@example.com,hash_password_606,2020-01-09,India,,admin,Recomendeitor,606,155,155,Content_155,2017-08-06,65,live,4.1
225,user_225,user225@example.com,hash_password_225,2022-07-02,Italy,,consumer,Recomendeitor,225,156,156,Content_156,2019-03-01,174,series,3.9
737,user_737,user737@example.com,hash_password_737,2020-02-18,Spain,Genre_4,consumer,Recomendeitor,737,182,182,Content_182,2012-08-03,112,movie,4.5
751,user_751,user751@example.com,hash_password_751,2022-12-22,France,,content_creator,Recomendeitor_Plus,751,15,15,Content_15,2018-07-07,28,short,1.5
118,user_118,user118@example.com,hash_password_118,2021-02-15,Italy,Genre_7,moderator,Recomendeitor_Plus,118,181,181,Content_181,2021-02-03,57,series,2.2
932,user_932,user932@example.com,hash_password_932,2020-08-23,UK,Genre_9,content_creator,Recomendeitor_Plus,932,72,72,Content_72,2015-05-09,48,short,4.3
603,user_603,user603@example.com,hash_password_603,2020-08-17,Spain,Genre_8,content_creator,Recomendeitor_Plus,603,70,70,Content_70,2017-09-27,168,short,2.6
340,user_340,user340@example.com,hash_password_340,2022-06-18,Japan,Genre_8,admin,Recomendeitor_Plus,340,4,4,Content_4,2022-09-28,51,series,1.9
801,user_801,user801@example.com,hash_password_801,2020-09-30,USA,Genre_5,consumer,Recomendeitor_Plus,801,94,94,Content_94,2013-06-18,41,movie,1.0
281,user_281,user281@example.com,hash_password_281,2021-01-23,Spain,Genre_5,moderator,Recomendeitor_Plus,281,145,145,Content_145,2014-07-19,146,live,2.3
491,user_491,user491@example.com,hash_password_491,2022-03-02,USA,Genre_2,admin,Recomendeitor_Plus,491,34,34,Content_34,2021-06-09,137,documentary,2.0
19,user_19,user19@example.com,hash_password_19,2022-02-24,Spain,,moderator,Recomendeitor_Plus,19,124,124,Content_124,2018-08-29,102,movie,3.4
175,user_175,user175@example.com,hash_password_175,2020-08-25,Brazil,Genre_2,content_creator,Recomendeitor,175,134,134,Content_134,2016-07-11,143,documentary,3.8
469,user_469,user469@example.com,hash_password_469,2022-12-25,UK,Genre_9,content_creator,Recomendeitor,469,36,36,Content_36,2019-10-21,10,documentary,4.7
618,user_618,user618@example.com,hash_password_618,2021-12-10,Canada,Genre_3,content_creator,Recomendeitor,618,99,99,Content_99,2017-06-15,157,short,4.0
801,user_801,user801@example.com,hash_password_801,2020-09-30,USA,Genre_5,consumer,Recomendeitor_Plus,801,167,167,Content_167,2021-11-13,170,short,3.2
760,user_760,user760@example.com,hash_password_760,2020-06-16,Japan,Genre_5,admin,Recomendeitor_Plus,760,80,80,Content_80,2019-03-26,48,short,2.1
835,user_835,user835@example.com,hash_password_835,2022-12-25,France,Genre_8,moderator,Recomendeitor,835,66,66,Content_66,2016-10-24,111,movie,1.3
142,user_142,user142@example.com,hash_password_142,2020-04-08,Italy,,consumer,Recomendeitor,142,136,136,Content_136,2020-03-13,130,series,2.8
463,user_463,user463@example.com,hash_password_463,2021-05-31,Japan,Genre_9,moderator,Recomendeitor,463,143,143,Content_143,2015-10-13,116,series,1.8
929,user_929,user929@example.com,hash_password_929,2022-09-04,Brazil,Genre_6,consumer,Recomendeitor,929,191,191,Content_191,2011-09-12,150,movie,3.7
298,user_298,user298@example.com,hash_password_298,2020-04-01,Spain,Genre_6,consumer,Recomendeitor,298,91,91,Content_91,2017-07-09,40,series,2.2
470,user_470,user470@example.com,hash_password_470,2020-06-16,India,Genre_8,consumer,Recomendeitor_Plus,470,80,80,Content_80,2019-03-26,48,short,2.1
705,user_705,user705@example.com,hash_password_705,2022-05-26,Canada,Genre_6,moderator,Recomendeitor_Plus,705,193,193,Content_193,2017-10-10,40,movie,3.2
863,user_863,user863@example.com,hash_password_863,2022-01-05,Japan,Genre_5,content_creator,Recomendeitor_Plus,863,59,59,Content_59,2012-09-26,75,series,3.0
815,user_815,user815@example.com,hash_password_815,2021-03-09,Spain,Genre_9,moderator,Recomendeitor,815,10,10,Content_10,2021-09-19,44,short,1.4
803,user_803,user803@example.com,hash_password_803,2022-10-07,Spain,Genre_9,admin,Recomendeitor_Plus,803,7,7,Content_7,2017-06-21,30,series,2.3
373,user_373,user373@example.com,hash_password_373,2022-02-24,Germany,Genre_7,admin,Recomendeitor_Plus,373,112,112,Content_112,2019-05-25,17,documentary,2.6
468,user_468,user468@example.com,hash_password_468,2020-09-04,Canada,,content_creator,Recomendeitor,468,76,76,Content_76,2016-11-16,64,movie,3.6
928,user_928,user928@example.com,hash_password_928,2022-06-15,Brazil,Genre_2,admin,Recomendeitor_Plus,928,12,12,Content_12,2021-11-26,66,live,1.1
951,user_951,user951@example.com,hash_password_951,2021-10-28,Italy,Genre_1,moderator,Recomendeitor,951,79,79,Content_79,2021-03-10,62,documentary,3.2
438,user_438,user438@example.com,hash_password_438,2022-05-08,France,Genre_10,moderator,Recomendeitor,438,46,46,Content_46,2013-02-01,111,series,3.3
844,user_844,user844@example.com,hash_password_844,2022-01-28,UK,Genre_5,admin,Recomendeitor,844,32,32,Content_32,2019-12-28,145,short,2.4
947,user_947,user947@example.com,hash_password_947,2021-11-30,UK,Genre_9,admin,Recomendeitor_Plus,947,160,160,Content_160,2019-05-23,69,movie,1.0
720,user_720,user720@example.com,hash_password_720,2021-05-22,Germany,Genre_4,content_creator,Recomendeitor_Plus,720,115,115,Content_115,2013-10-28,168,live,1.3
443,user_443,user443@example.com,hash_password_443,2021-04-23,USA,Genre_5,content_creator,Recomendeitor,443,114,114,Content_114,2011-08-03,128,live,3.6
456,user_456,user456@example.com,hash_password_456,2020-08-28,Japan,Genre_2,content_creator,Recomendeitor_Plus,456,126,126,Content_126,2014-08-27,27,series,3.9
248,user_248,user248@example.com,hash_password_248,2022-06-14,Brazil,Genre_5,admin,Recomendeitor_Plus,248,90,90,Content_90,2020-08-22,34,short,1.9
142,user_142,user142@example.com,hash_password_142,2020-04-08,Italy,,consumer,Recomendeitor,142,61,61,Content_61,2017-01-01,154,live,3.4
402,user_402,user402@example.com,hash_password_402,2021-03-13,USA,Genre_9,consumer,Recomendeitor_Plus,402,197,197,Content_197,2016-12-22,82,live,3.5
896,user_896,user896@example.com,hash_password_896,2021-07-14,USA,Genre_1,admin,Recomendeitor_Plus,896,61,61,Content_61,2017-01-01,154,live,3.4
823,user_823,user823@example.com,hash_password_823,2021-06-06,France,Genre_4,admin,Recomendeitor_Plus,823,102,102,Content_102,2012-01-25,23,documentary,2.2
222,user_222,user222@example.com,hash_password_222,2020-04-09,India,Genre_10,moderator,Recomendeitor,222,114,114,Content_114,2011-08-03,128,live,3.6
737,user_737,user737@example.com,hash_password_737,2020-02-18,Spain,Genre_4,consumer,Recomendeitor,737,174,174,Content_174,2015-06-01,30,series,4.2
866,user_866,user866@example.com,hash_password_866,2021-06-18,Spain,Genre_5,consumer,Recomendeitor,866,196,196,Content_196,2012-06-14,146,series,2.4
184,user_184,user184@example.com,hash_password_184,2020-01-31,USA,Genre_8,admin,Recomendeitor_Plus,184,92,92,Content_92,2022-12-06,90,short,2.2
364,user_364,user364@example.com,hash_password_364,2020-04-22,Spain,Genre_8,admin,Recomendeitor,364,183,183,Content_183,2018-06-05,37,documentary,3.7
817,user_817,user817@example.com,hash_password_817,2021-01-13,Brazil,Genre_3,admin,Recomendeitor_Plus,817,129,129,Content_129,2018-01-13,96,series,3.1
994,user_994,user994@example.com,hash_password_994,2020-12-15,Brazil,Genre_5,moderator,Recomendeitor,994,107,107,Content_107,2022-01-28,88,series,2.5
188,user_188,user188@example.com,hash_password_188,2021-01-06,Japan,Genre_2,admin,Recomendeitor_Plus,188,195,195,Content_195,2022-04-17,25,short,2.2
113,user_113,user113@example.com,hash_password_113,2022-02-14,France,Genre_10,consumer,Recomendeitor_Plus,113,49,49,Content_49,2020-10-19,81,short,3.1
181,user_181,user181@example.com,hash_password_181,2022-07-19,Italy,Genre_8,consumer,Recomendeitor_Plus,181,25,25,Content_25,2020-04-09,45,short,4.7
199,user_199,user199@example.com,hash_password_199,2022-10-21,Canada,,consumer,Recomendeitor_Plus,199,16,16,Content_16,2019-03-10,123,live,2.2
902,user_902,user902@example.com,hash_password_902,2021-03-02,USA,Genre_2,moderator,Recomendeitor_Plus,902,141,141,Content_141,2014-09-13,130,live,2.1
70,user_70,user70@example.com,hash_password_70,2020-06-05,India,Genre_1,admin,Recomendeitor_Plus,70,180,180,Content_180,2021-04-17,110,live,2.2
598,user_598,user598@example.com,hash_password_598,2022-12-17,India,Genre_6,admin,Recomendeitor_Plus,598,108,108,Content_108,2012-09-11,31,movie,4.6
904,user_904,user904@example.com,hash_password_904,2020-03-25,Canada,Genre_7,content_creator,Recomendeitor,904,164,164,Content_164,2017-09-30,158,documentary,1.9
485,user_485,user485@example.com,hash_password_485,2021-05-24,Brazil,Genre_8,admin,Recomendeitor,485,200,200,Content_200,2011-04-10,109,live,2.6
399,user_399,user399@example.com,hash_password_399,2022-05-09,India,Genre_4,consumer,Recomendeitor,399,44,44,Content_44,2017-07-10,13,series,2.1
922,user_922,user922@example.com,hash_password_922,2022-01-12,Japan,Genre_3,admin,Recomendeitor_Plus,922,83,83,Content_83,2010-12-03,167,movie,1.5
551,user_551,user551@example.com,hash_password_551,2022-06-03,Spain,Genre_9,consumer,Recomendeitor_Plus,551,47,47,Content_47,2019-12-17,84,movie,2.7
643,user_643,user643@example.com,hash_password_643,2021-03-02,USA,Genre_4,consumer,Recomendeitor_Plus,643,124,124,Content_124,2018-08-29,102,movie,3.4
953,user_953,user953@example.com,hash_password_953,2022-06-02,Brazil,Genre_6,admin,Recomendeitor,953,80,80,Content_80,2019-03-26,48,short,2.1
10,user_10,user10@example.com,hash_password_10,2022-04-27,France,Genre_10,content_creator,Recomendeitor_Plus,10,76,76,Content_76,2016-11-16,64,movie,3.6
3,user_3,user3@example.com,hash_password_3,2020-02-08,Brazil,,moderator,Recomendeitor_Plus,3,20,20,Content_20,2020-03-05,80,live,1.2
478,user_478,user478@example.com,hash_password_478,2021-04-19,India,Genre_9,consumer,Recomendeitor_Plus,478,146,146,Content_146,2010-01-16,164,documentary,4.9
814,user_814,user814@example.com,hash_password_814,2020-05-14,Germany,Genre_9,consumer,Recomendeitor_Plus,814,182,182,Content_182,2012-08-03,112,movie,4.5
662,user_662,user662@example.com,hash_password_662,2021-09-25,Spain,Genre_9,consumer,Recomendeitor_Plus,662,12,12,Content_12,2021-11-26,66,live,1.1
67,user_67,user67@example.com,hash_password_67,2021-03-25,Germany,Genre_5,content_creator,Recomendeitor,67,112,112,Content_112,2019-05-25,17,documentary,2.6
705,user_705,user705@example.com,hash_password_705,2022-05-26,Canada,Genre_6,moderator,Recomendeitor_Plus,705,153,153,Content_153,2018-05-01,92,movie,2.5
97,user_97,user97@example.com,hash_password_97,2022-05-15,India,Genre_2,content_creator,Recomendeitor,97,60,60,Content_60,2015-08-12,177,live,1.8
531,user_531,user531@example.com,hash_password_531,2022-10-27,Italy,,content_creator,Recomendeitor_Plus,531,75,75,Content_75,2011-12-22,135,documentary,4.1
996,user_996,user996@example.com,hash_password_996,2020-08-19,Japan,,content_creator,Recomendeitor_Plus,996,110,110,Content_110,2019-05-16,13,documentary,4.9
318,user_318,user318@example.com,hash_password_318,2020-04-04,Brazil,Genre_6,moderator,Recomendeitor,318,34,34,Content_34,2021-06-09,137,documentary,2.0
98,user_98,user98@example.com,hash_password_98,2020-12-07,Italy,Genre_1,moderator,Recomendeitor,98,141,141,Content_141,2014-09-13,130,live,2.1
57,user_57,user57@example.com,hash_password_57,2022-09-03,Canada,,consumer,Recomendeitor_Plus,57,166,166,Content_166,2013-03-18,110,movie,4.3
863,user_863,user863@example.com,hash_password_863,2022-01-05,Japan,Genre_5,content_creator,Recomendeitor_Plus,863,140,140,Content_140,2011-03-10,148,series,4.4
107,user_107,user107@example.com,hash_password_107,2020-04-12,UK,Genre_4,moderator,Recomendeitor_Plus,107,36,36,Content_36,2019-10-21,10,documentary,4.7
88,user_88,user88@example.com,hash_password_88,2020-09-22,USA,Genre_1,admin,Recomendeitor,88,28,28,Content_28,2011-07-22,10,live,2.4
972,user_972,user972@example.com,hash_password_972,2021-11-30,USA,Genre_10,admin,Recomendeitor,972,39,39,Content_39,2022-11-13,113,short,1.9
653,user_653,user653@example.com,hash_password_653,2020-08-02,India,Genre_8,content_creator,Recomendeitor,653,77,77,Content_77,2018-10-03,36,movie,1.6
656,user_656,user656@example.com,hash_password_656,2021-08-18,France,Genre_8,admin,Recomendeitor_Plus,656,171,171,Content_171,2013-12-22,26,series,3.9
912,user_912,user912@example.com,hash_password_912,2020-01-20,Brazil,Genre_10,moderator,Recomendeitor,912,104,104,Content_104,2020-09-19,119,short,3.9
371,user_371,user371@example.com,hash_password_371,2022-04-15,Germany,Genre_10,content_creator,Recomendeitor_Plus,371,91,91,Content_91,2017-07-09,40,series,2.2
375,user_375,user375@example.com,hash_password_375,2020-07-24,Italy,Genre_10,content_creator,Recomendeitor,375,115,115,Content_115,2013-10-28,168,live,1.3
52,user_52,user52@example.com,hash_password_52,2020-07-12,USA,Genre_2,admin,Recomendeitor_Plus,52,159,159,Content_159,2015-08-28,170,short,4.4
724,user_724,user724@example.com,hash_password_724,2021-10-16,Japan,Genre_10,content_creator,Recomendeitor,724,2,2,Content_2,2015-03-27,63,live,2.4
41,user_41,user41@example.com,hash_password_41,2020-06-07,India,Genre_5,consumer,Recomendeitor_Plus,41,117,117,Content_117,2017-11-07,91,short,3.8
816,user_816,user816@example.com,hash_password_816,2021-12-01,Canada,Genre_2,moderator,Recomendeitor,816,82,82,Content_82,2017-01-11,154,live,1.2
91,user_91,user91@example.com,hash_password_91,2020-09-10,UK,,moderator,Recomendeitor_Plus,91,90,90,Content_90,2020-08-22,34,short,1.9
39,user_39,user39@example.com,hash_password_39,2020-11-30,Canada,Genre_4,content_creator,Recomendeitor_Plus,39,42,42,Content_42,2018-10-30,43,movie,1.7
13,user_13,user13@example.com,hash_password_13,2021-10-17,Brazil,Genre_9,admin,Recomendeitor_Plus,13,31,31,Content_31,2019-10-15,150,movie,3.3
900,user_900,user900@example.com,hash_password_900,2022-04-09,Italy,Genre_5,moderator,Recomendeitor,900,61,61,Content_61,2017-01-01,154,live,3.4
608,user_608,user608@example.com,hash_password_608,2021-10-22,Brazil,Genre_6,admin,Recomendeitor,608,102,102,Content_102,2012-01-25,23,documentary,2.2
621,user_621,user621@example.com,hash_password_621,2022-11-03,Germany,Genre_8,admin,Recomendeitor,621,56,56,Content_56,2015-06-18,132,series,2.7
104,user_104,user104@example.com,hash_password_104,2021-05-05,Italy,Genre_2,consumer,Recomendeitor_Plus,104,83,83,Content_83,2010-12-03,167,movie,1.5
866,user_866,user866@example.com,hash_password_866,2021-06-18,Spain,Genre_5,consumer,Recomendeitor,866,128,128,Content_128,2018-03-18,47,movie,1.4
743,user_743,user743@example.com,hash_password_743,2021-01-05,India,Genre_2,admin,Recomendeitor,743,14,14,Content_14,2014-08-19,172,movie,3.6
43,user_43,user43@example.com,hash_password_43,2021-08-13,Japan,Genre_9,moderator,Recomendeitor,43,14,14,Content_14,2014-08-19,172,movie,3.6
209,user_209,user209@example.com,hash_password_209,2022-12-07,Japan,Genre_5,admin,Recomendeitor,209,157,157,Content_157,2018-03-29,154,documentary,2.5
600,user_600,user600@example.com,hash_password_600,2022-02-06,USA,,consumer,Recomendeitor,600,178,178,Content_178,2016-06-26,51,live,4.5
605,user_605,user605@example.com,hash_password_605,2022-12-04,Italy,Genre_5,consumer,Recomendeitor,605,50,50,Content_50,2018-05-14,12,movie,4.0
686,user_686,user686@example.com,hash_password_686,2022-01-28,Canada,Genre_1,admin,Recomendeitor_Plus,686,191,191,Content_191,2011-09-12,150,movie,3.7
476,user_476,user476@example.com,hash_password_476,2021-12-16,Brazil,Genre_2,admin,Recomendeitor,476,101,101,Content_101,2018-03-31,123,movie,2.7
638,user_638,user638@example.com,hash_password_638,2021-03-06,France,Genre_4,consumer,Recomendeitor,638,193,193,Content_193,2017-10-10,40,movie,3.2
109,user_109,user109@example.com,hash_password_109,2022-05-31,Spain,Genre_8,content_creator,Recomendeitor,109,68,68,Content_68,2019-05-12,22,documentary,4.8
559,user_559,user559@example.com,hash_password_559,2021-10-29,India,Genre_4,admin,Recomendeitor_Plus,559,71,71,Content_71,2011-07-02,43,live,4.2
214,user_214,user214@example.com,hash_password_214,2022-10-06,Germany,Genre_2,moderator,Recomendeitor_Plus,214,11,11,Content_11,2015-03-05,39,short,2.7
604,user_604,user604@example.com,hash_password_604,2022-10-16,UK,Genre_5,moderator,Recomendeitor,604,14,14,Content_14,2014-08-19,172,movie,3.6
693,user_693,user693@example.com,hash_password_693,2021-06-06,France,Genre_7,content_creator,Recomendeitor_Plus,693,106,106,Content_106,2014-01-26,161,movie,1.7
409,user_409,user409@example.com,hash_password_409,2021-02-14,UK,Genre_4,moderator,Recomendeitor_Plus,409,104,104,Content_104,2020-09-19,119,short,3.9
553,user_553,user553@example.com,hash_password_553,2021-09-22,Brazil,Genre_5,consumer,Recomendeitor_Plus,553,131,131,Content_131,2017-10-09,59,short,2.5
771,user_771,user771@example.com,hash_password_771,2022-12-08,Japan,Genre_9,consumer,Recomendeitor_Plus,771,128,128,Content_128,2018-03-18,47,movie,1.4
633,user_633,user633@example.com,hash_password_633,2022-01-07,India,Genre_3,admin,Recomendeitor_Plus,633,8,8,Content_8,2012-02-12,178,documentary,4.4
77,user_77,user77@example.com,hash_password_77,2021-07-29,India,Genre_7,content_creator,Recomendeitor_Plus,77,171,171,Content_171,2013-12-22,26,series,3.9
95,user_95,user95@example.com,hash_password_95,2022-09-21,Italy,Genre_8,content_creator,Recomendeitor_Plus,95,137,137,Content_137,2018-08-25,73,documentary,4.7
269,user_269,user269@example.com,hash_password_269,2021-06-11,USA,Genre_4,content_creator,Recomendeitor_Plus,269,19,19,Content_19,2011-05-15,122,documentary,5.0
361,user_361,user361@example.com,hash_password_361,2021-04-11,Germany,Genre_7,admin,Recomendeitor,361,140,140,Content_140,2011-03-10,148,series,4.4
530,user_530,user530@example.com,hash_password_530,2021-05-02,Japan,Genre_10,moderator,Recomendeitor,530,155,155,Content_155,2017-08-06,65,live,4.1
805,user_805,user805@example.com,hash_password_805,2022-08-14,India,Genre_8,consumer,Recomendeitor_Plus,805,112,112,Content_112,2019-05-25,17,documentary,2.6
683,user_683,user683@example.com,hash_password_683,2022-04-28,Italy,Genre_1,moderator,Recomendeitor,683,58,58,Content_58,2011-10-12,25,movie,2.9
162,user_162,user162@example.com,hash_password_162,2021-12-05,Brazil,Genre_5,admin,Recomendeitor,162,25,25,Content_25,2020-04-09,45,short,4.7
465,user_465,user465@example.com,hash_password_465,2022-11-06,Japan,Genre_4,consumer,Recomendeitor,465,45,45,Content_45,2014-09-25,167,short,4.8
564,user_564,user564@example.com,hash_password_564,2021-12-23,Spain,Genre_10,admin,Recomendeitor,564,48,48,Content_48,2017-06-01,108,short,3.3
981,user_981,user981@example.com,hash_password_981,2022-12-28,Germany,Genre_5,consumer,Recomendeitor_Plus,981,50,50,Content_50,2018-05-14,12,movie,4.0
548,user_548,user548@example.com,hash_password_548,2022-11-18,Canada,Genre_3,moderator,Recomendeitor,548,81,81,Content_81,2017-11-10,74,documentary,2.7
950,user_950,user950@example.com,hash_password_950,2022-07-03,UK,,consumer,Recomendeitor,950,44,44,Content_44,2017-07-10,13,series,2.1
187,user_187,user187@example.com,hash_password_187,2021-04-22,France,Genre_1,content_creator,Recomendeitor_Plus,187,59,59,Content_59,2012-09-26,75,series,3.0
882,user_882,user882@example.com,hash_password_882,2022-12-08,Spain,Genre_8,moderator,Recomendeitor,882,161,161,Content_161,2022-12-24,129,short,3.8
760,user_760,user760@example.com,hash_password_760,2020-06-16,Japan,Genre_5,admin,Recomendeitor_Plus,760,103,103,Content_103,2010-06-29,165,series,2.3
52,user_52,user52@example.com,hash_password_52,2020-07-12,USA,Genre_2,admin,Recomendeitor_Plus,52,78,78,Content_78,2010-01-08,127,live,4.5
488,user_488,user488@example.com,hash_password_488,2021-03-09,UK,,consumer,Recomendeitor_Plus,488,156,156,Content_156,2019-03-01,174,series,3.9
531,user_531,user531@example.com,hash_password_531,2022-10-27,Italy,,content_creator,Recomendeitor_Plus,531,18,18,Content_18,2017-06-13,35,documentary,4.7
396,user_396,user396@example.com,hash_password_396,2021-02-14,USA,Genre_3,moderator,Recomendeitor,396,183,183,Content_183,2018-06-05,37,documentary,3.7
651,user_651,user651@example.com,hash_password_651,2022-04-19,USA,Genre_2,content_creator,Recomendeitor,651,116,116,Content_116,2011-12-07,43,short,3.2
816,user_816,user816@example.com,hash_password_816,2021-12-01,Canada,Genre_2,moderator,Recomendeitor,816,106,106,Content_106,2014-01-26,161,movie,1.7
357,user_357,user357@example.com,hash_password_357,2021-09-06,Japan,Genre_5,consumer,Recomendeitor_Plus,357,143,143,Content_143,2015-10-13,116,series,1.8
732,user_732,user732@example.com,hash_password_732,2020-12-14,Canada,Genre_9,admin,Recomendeitor,732,189,189,Content_189,2011-09-16,133,series,4.6
611,user_611,user611@example.com,hash_password_611,2022-12-17,France,Genre_5,consumer,Recomendeitor,611,11,11,Content_11,2015-03-05,39,short,2.7
748,user_748,user748@example.com,hash_password_748,2022-05-26,UK,Genre_5,content_creator,Recomendeitor,748,164,164,Content_164,2017-09-30,158,documentary,1.9
719,user_719,user719@example.com,hash_password_719,2021-12-07,France,Genre_4,moderator,Recomendeitor_Plus,719,143,143,Content_143,2015-10-13,116,series,1.8
144,user_144,user144@example.com,hash_password_144,2021-08-15,Italy,Genre_4,moderator,Recomendeitor,144,181,181,Content_181,2021-02-03,57,series,2.2
199,user_199,user199@example.com,hash_password_199,2022-10-21,Canada,,consumer,Recomendeitor_Plus,199,62,62,Content_62,2021-10-20,128,movie,1.7
815,user_815,user815@example.com,hash_password_815,2021-03-09,Spain,Genre_9,moderator,Recomendeitor,815,48,48,Content_48,2017-06-01,108,short,3.3
323,user_323,user323@example.com,hash_password_323,2022-01-10,Canada,,content_creator,Recomendeitor_Plus,323,94,94,Content_94,2013-06-18,41,movie,1.0
799,user_799,user799@example.com,hash_password_799,2020-08-25,Italy,Genre_7,consumer,Recomendeitor_Plus,799,143,143,Content_143,2015-10-13,116,series,1.8
332,user_332,user332@example.com,hash_password_332,2022-07-13,Italy,Genre_5,consumer,Recomendeitor_Plus,332,191,191,Content_191,2011-09-12,150,movie,3.7
264,user_264,user264@example.com,hash_password_264,2022-10-12,UK,Genre_5,admin,Recomendeitor_Plus,264,87,87,Content_87,2020-08-04,62,short,3.1
217,user_217,user217@example.com,hash_password_217,2022-03-15,Brazil,Genre_9,admin,Recomendeitor_Plus,217,171,171,Content_171,2013-12-22,26,series,3.9
701,user_701,user701@example.com,hash_password_701,2022-04-09,Italy,Genre_8,moderator,Recomendeitor,701,50,50,Content_50,2018-05-14,12,movie,4.0
556,user_556,user556@example.com,hash_password_556,2021-04-17,Germany,Genre_4,consumer,Recomendeitor_Plus,556,60,60,Content_60,2015-08-12,177,live,1.8
434,user_434,user434@example.com,hash_password_434,2022-04-27,UK,Genre_9,moderator,Recomendeitor_Plus,434,59,59,Content_59,2012-09-26,75,series,3.0
803,user_803,user803@example.com,hash_password_803,2022-10-07,Spain,Genre_9,admin,Recomendeitor_Plus,803,15,15,Content_15,2018-07-07,28,short,1.5
460,user_460,user460@example.com,hash_password_460,2021-10-02,UK,Genre_3,moderator,Recomendeitor_Plus,460,29,29,Content_29,2013-11-23,152,live,4.2
701,user_701,user701@example.com,hash_password_701,2022-04-09,Italy,Genre_8,moderator,Recomendeitor,701,40,40,Content_40,2012-12-24,32,live,1.2
503,user_503,user503@example.com,hash_password_503,2020-06-17,USA,Genre_2,content_creator,Recomendeitor_Plus,503,31,31,Content_31,2019-10-15,150,movie,3.3
469,user_469,user469@example.com,hash_password_469,2022-12-25,UK,Genre_9,content_creator,Recomendeitor,469,73,73,Content_73,2014-04-18,145,documentary,2.3
986,user_986,user986@example.com,hash_password_986,2021-02-14,Germany,Genre_5,content_creator,Recomendeitor,986,11,11,Content_11,2015-03-05,39,short,2.7
951,user_951,user951@example.com,hash_password_951,2021-10-28,Italy,Genre_1,moderator,Recomendeitor,951,81,81,Content_81,2017-11-10,74,documentary,2.7
706,user_706,user706@example.com,hash_password_706,2022-10-26,Canada,Genre_9,moderator,Recomendeitor,706,62,62,Content_62,2021-10-20,128,movie,1.7
782,user_782,user782@example.com,hash_password_782,2021-06-23,Brazil,Genre_10,moderator,Recomendeitor,782,136,136,Content_136,2020-03-13,130,series,2.8
366,user_366,user366@example.com,hash_password_366,2021-12-12,USA,Genre_4,admin,Recomendeitor,366,51,51,Content_51,2011-07-21,151,short,2.1
772,user_772,user772@example.com,hash_password_772,2022-09-01,Germany,Genre_4,content_creator,Recomendeitor_Plus,772,57,57,Content_57,2021-05-27,111,documentary,4.1
913,user_913,user913@example.com,hash_password_913,2022-06-10,Spain,Genre_8,consumer,Recomendeitor_Plus,913,132,132,Content_132,2019-05-19,17,short,4.7
239,user_239,user239@example.com,hash_password_239,2022-03-09,India,Genre_2,consumer,Recomendeitor,239,164,164,Content_164,2017-09-30,158,documentary,1.9
624,user_624,user624@example.com,hash_password_624,2022-07-14,India,Genre_8,content_creator,Recomendeitor,624,147,147,Content_147,2014-10-24,171,live,4.4
581,user_581,user581@example.com,hash_password_581,2020-12-30,India,Genre_3,consumer,Recomendeitor,581,24,24,Content_24,2015-06-26,74,live,4.0
920,user_920,user920@example.com,hash_password_920,2020-03-20,France,Genre_1,consumer,Recomendeitor,920,41,41,Content_41,2018-01-02,18,documentary,1.1
561,user_561,user561@example.com,hash_password_561,2022-07-31,Germany,Genre_1,admin,Recomendeitor_Plus,561,49,49,Content_49,2020-10-19,81,short,3.1
823,user_823,user823@example.com,hash_password_823,2021-06-06,France,Genre_4,admin,Recomendeitor_Plus,823,174,174,Content_174,2015-06-01,30,series,4.2
967,user_967,user967@example.com,hash_password_967,2022-05-07,Spain,Genre_6,admin,Recomendeitor_Plus,967,36,36,Content_36,2019-10-21,10,documentary,4.7
663,user_663,user663@example.com,hash_password_663,2021-05-29,UK,Genre_1,moderator,Recomendeitor_Plus,663,10,10,Content_10,2021-09-19,44,short,1.4
751,user_751,user751@example.com,hash_password_751,2022-12-22,France,,content_creator,Recomendeitor_Plus,751,78,78,Content_78,2010-01-08,127,live,4.5
849,user_849,user849@example.com,hash_password_849,2022-09-30,Brazil,Genre_8,content_creator,Recomendeitor,849,135,135,Content_135,2013-03-30,78,movie,3.9
396,user_396,user396@example.com,hash_password_396,2021-02-14,USA,Genre_3,moderator,Recomendeitor,396,140,140,Content_140,2011-03-10,148,series,4.4
395,user_395,user395@example.com,hash_password_395,2020-07-27,Japan,Genre_1,consumer,Recomendeitor,395,86,86,Content_86,2016-02-27,156,series,2.7
