id,username,email,password,date_of_registration,country,preferences,user_type,recommendation_system,id,user_id,content_id,view_date,duration_viewed,recommendation_system,id,title,release_date,duration,content_type,rating
13,user_13,user13@example.com,hash_password_13,2021-10-17,Brazil,Genre_9,admin,Recomendeitor_Plus,622,13,38,2021-07-18,105,Recomendeitor,38,Content_38,2022-12-25,44,short,3.0
973,user_973,user973@example.com,hash_password_973,2022-12-06,Spain,Genre_2,content_creator,Recomendeitor,623,973,152,2021-08-13,10,Recomendeitor,152,Content_152,2021-03-24,150,movie,3.0
834,user_834,user834@example.com,hash_password_834,2022-07-15,Spain,Genre_4,moderator,Recomendeitor,624,834,51,2021-09-12,100,Recomendeitor,51,Content_51,2011-07-21,151,short,2.1
805,user_805,user805@example.com,hash_password_805,2022-08-14,India,Genre_8,consumer,Recomendeitor_Plus,625,805,10,2021-04-04,148,Recomendeitor,10,Content_10,2021-09-19,44,short,1.4
945,user_945,user945@example.com,hash_password_945,2022-03-22,UK,Genre_2,content_creator,Recomendeitor,626,945,120,2021-01-07,109,Recomendeitor,120,Content_120,2012-08-14,84,movie,3.3
742,user_742,user742@example.com,hash_password_742,2020-08-24,Brazil,Genre_3,admin,Recomendeitor_Plus,627,742,200,2022-01-22,108,Recomendeitor_Plus,200,Content_200,2011-04-10,109,live,2.6
834,user_834,user834@example.com,hash_password_834,2022-07-15,Spain,Genre_4,moderator,Recomendeitor,628,834,149,2022-08-04,140,Recomendeitor_Plus,149,Content_149,2015-01-30,91,live,3.9
804,user_804,user804@example.com,hash_password_804,2021-02-23,Japan,Genre_6,moderator,Recomendeitor,629,804,70,2021-12-01,146,Recomendeitor,70,Content_70,2017-09-27,168,short,2.6
438,user_438,user438@example.com,hash_password_438,2022-05-08,France,Genre_10,moderator,Recomendeitor,630,438,85,2021-05-17,94,Recomendeitor_Plus,85,Content_85,2018-10-27,30,series,1.0
538,user_538,user538@example.com,hash_password_538,2021-05-21,Japan,Genre_2,consumer,Recomendeitor,631,538,57,2021-04-11,63,Recomendeitor_Plus,57,Content_57,2021-05-27,111,documentary,4.1
587,user_587,user587@example.com,hash_password_587,2020-02-07,Japan,Genre_2,admin,Recomendeitor,632,587,126,2021-10-23,84,Recomendeitor_Plus,126,Content_126,2014-08-27,27,series,3.9
968,user_968,user968@example.com,hash_password_968,2020-04-26,Canada,Genre_10,content_creator,Recomendeitor,633,968,39,2022-02-18,25,Recomendeitor_Plus,39,Content_39,2022-11-13,113,short,1.9
876,user_876,user876@example.com,hash_password_876,2020-12-24,Japan,,consumer,Recomendeitor,634,876,33,2022-07-01,12,Recomendeitor,33,Content_33,2010-05-09,142,series,3.6
936,user_936,user936@example.com,hash_password_936,2020-05-12,USA,Genre_9,moderator,Recomendeitor_Plus,635,936,187,2021-06-28,149,Recomendeitor_Plus,187,Content_187,2020-01-16,155,series,3.3
811,user_811,user811@example.com,hash_password_811,2021-02-20,UK,Genre_6,consumer,Recomendeitor_Plus,636,811,18,2022-01-24,25,Recomendeitor_Plus,18,Content_18,2017-06-13,35,documentary,4.7
150,user_150,user150@example.com,hash_password_150,2020-01-18,India,Genre_7,admin,Recomendeitor_Plus,637,150,184,2022-03-10,11,Recomendeitor_Plus,184,Content_184,2010-08-19,50,documentary,4.2
660,user_660,user660@example.com,hash_password_660,2020-04-09,France,Genre_6,consumer,Recomendeitor,638,660,57,2022-10-10,64,Recomendeitor,57,Content_57,2021-05-27,111,documentary,4.1
8,user_8,user8@example.com,hash_password_8,2020-06-08,Italy,Genre_5,moderator,Recomendeitor,639,8,96,2022-06-03,126,Recomendeitor_Plus,96,Content_96,2019-05-06,19,short,4.9
29,user_29,user29@example.com,hash_password_29,2021-11-28,Italy,Genre_1,consumer,Recomendeitor,640,29,48,2022-09-19,50,Recomendeitor,48,Content_48,2017-06-01,108,short,3.3
296,user_296,user296@example.com,hash_password_296,2020-11-28,USA,Genre_5,admin,Recomendeitor,641,296,42,2021-10-03,89,Recomendeitor,42,Content_42,2018-10-30,43,movie,1.7
986,user_986,user986@example.com,hash_password_986,2021-02-14,Germany,Genre_5,content_creator,Recomendeitor,642,986,27,2021-02-25,99,Recomendeitor,27,Content_27,2010-06-10,46,series,3.3
926,user_926,user926@example.com,hash_password_926,2022-02-02,India,Genre_10,consumer,Recomendeitor_Plus,643,926,74,2021-11-05,116,Recomendeitor,74,Content_74,2015-07-02,129,movie,3.8
721,user_721,user721@example.com,hash_password_721,2021-06-08,Japan,Genre_6,moderator,Recomendeitor_Plus,644,721,110,2022-11-01,96,Recomendeitor_Plus,110,Content_110,2019-05-16,13,documentary,4.9
640,user_640,user640@example.com,hash_password_640,2022-01-22,Brazil,Genre_7,content_creator,Recomendeitor,645,640,180,2022-07-31,177,Recomendeitor,180,Content_180,2021-04-17,110,live,2.2
340,user_340,user340@example.com,hash_password_340,2022-06-18,Japan,Genre_8,admin,Recomendeitor_Plus,646,340,170,2021-02-02,14,Recomendeitor,170,Content_170,2016-07-07,20,movie,3.0
628,user_628,user628@example.com,hash_password_628,2022-02-23,UK,Genre_8,admin,Recomendeitor_Plus,647,628,32,2021-12-05,1,Recomendeitor,32,Content_32,2019-12-28,145,short,2.4
439,user_439,user439@example.com,hash_password_439,2020-08-18,Germany,Genre_3,moderator,Recomendeitor,648,439,26,2021-01-15,25,Recomendeitor,26,Content_26,2014-04-05,34,live,4.8
144,user_144,user144@example.com,hash_password_144,2021-08-15,Italy,Genre_4,moderator,Recomendeitor,649,144,25,2021-12-24,72,Recomendeitor,25,Content_25,2020-04-09,45,short,4.7
942,user_942,user942@example.com,hash_password_942,2022-07-15,France,Genre_6,admin,Recomendeitor_Plus,650,942,75,2022-12-17,69,Recomendeitor_Plus,75,Content_75,2011-12-22,135,documentary,4.1
830,user_830,user830@example.com,hash_password_830,2021-07-05,France,Genre_10,admin,Recomendeitor,651,830,23,2021-03-02,133,Recomendeitor,23,Content_23,2022-07-01,76,series,2.6
747,user_747,user747@example.com,hash_password_747,2020-06-26,Japan,Genre_6,content_creator,Recomendeitor,652,747,57,2022-11-01,105,Recomendeitor_Plus,57,Content_57,2021-05-27,111,documentary,4.1
519,user_519,user519@example.com,hash_password_519,2022-03-18,UK,Genre_4,consumer,Recomendeitor,653,519,180,2021-09-01,147,Recomendeitor_Plus,180,Content_180,2021-04-17,110,live,2.2
976,user_976,user976@example.com,hash_password_976,2021-03-28,Brazil,Genre_5,consumer,Recomendeitor,654,976,126,2022-03-24,23,Recomendeitor,126,Content_126,2014-08-27,27,series,3.9
45,user_45,user45@example.com,hash_password_45,2021-07-11,Japan,Genre_4,admin,Recomendeitor,655,45,87,2021-11-30,9,Recomendeitor_Plus,87,Content_87,2020-08-04,62,short,3.1
955,user_955,user955@example.com,hash_password_955,2020-04-03,Germany,Genre_9,admin,Recomendeitor_Plus,656,955,31,2022-03-22,118,Recomendeitor_Plus,31,Content_31,2019-10-15,150,movie,3.3
239,user_239,user239@example.com,hash_password_239,2022-03-09,India,Genre_2,consumer,Recomendeitor,657,239,64,2021-11-11,94,Recomendeitor_Plus,64,Content_64,2014-11-26,133,series,4.4
952,user_952,user952@example.com,hash_password_952,2021-04-19,UK,Genre_8,admin,Recomendeitor_Plus,658,952,199,2022-07-06,178,Recomendeitor,199,Content_199,2012-08-17,63,movie,3.9
944,user_944,user944@example.com,hash_password_944,2020-12-16,Brazil,Genre_6,consumer,Recomendeitor,659,944,33,2022-05-13,144,Recomendeitor,33,Content_33,2010-05-09,142,series,3.6
155,user_155,user155@example.com,hash_password_155,2021-02-18,India,Genre_5,moderator,Recomendeitor_Plus,660,155,2,2021-11-21,33,Recomendeitor,2,Content_2,2015-03-27,63,live,2.4
181,user_181,user181@example.com,hash_password_181,2022-07-19,Italy,Genre_8,consumer,Recomendeitor_Plus,661,181,18,2021-08-13,130,Recomendeitor,18,Content_18,2017-06-13,35,documentary,4.7
215,user_215,user215@example.com,hash_password_215,2021-08-03,India,Genre_1,consumer,Recomendeitor,662,215,175,2021-03-31,14,Recomendeitor,175,Content_175,2022-09-02,93,short,3.2
88,user_88,user88@example.com,hash_password_88,2020-09-22,USA,Genre_1,admin,Recomendeitor,663,88,161,2021-11-11,1,Recomendeitor,161,Content_161,2022-12-24,129,short,3.8
256,user_256,user256@example.com,hash_password_256,2022-10-20,UK,Genre_8,consumer,Recomendeitor,664,256,84,2021-01-17,90,Recomendeitor,84,Content_84,2013-03-11,22,live,4.1
511,user_511,user511@example.com,hash_password_511,2020-06-28,UK,Genre_1,consumer,Recomendeitor_Plus,665,511,35,2021-09-10,89,Recomendeitor_Plus,35,Content_35,2014-08-02,136,movie,1.8
73,user_73,user73@example.com,hash_password_73,2021-12-05,Canada,Genre_10,consumer,Recomendeitor_Plus,666,73,179,2021-05-14,144,Recomendeitor_Plus,179,Content_179,2016-07-27,154,documentary,1.6
931,user_931,user931@example.com,hash_password_931,2020-03-24,Brazil,Genre_1,content_creator,Recomendeitor,667,931,114,2022-09-15,90,Recomendeitor,114,Content_114,2011-08-03,128,live,3.6
179,user_179,user179@example.com,hash_password_179,2022-04-03,Canada,Genre_10,moderator,Recomendeitor_Plus,668,179,146,2022-04-26,175,Recomendeitor_Plus,146,Content_146,2010-01-16,164,documentary,4.9
212,user_212,user212@example.com,hash_password_212,2021-09-11,Germany,Genre_9,consumer,Recomendeitor,669,212,110,2021-12-24,172,Recomendeitor,110,Content_110,2019-05-16,13,documentary,4.9
805,user_805,user805@example.com,hash_password_805,2022-08-14,India,Genre_8,consumer,Recomendeitor_Plus,670,805,88,2022-10-09,14,Recomendeitor,88,Content_88,2022-11-14,28,live,1.2
234,user_234,user234@example.com,hash_password_234,2020-12-21,USA,Genre_10,moderator,Recomendeitor_Plus,671,234,72,2022-06-20,152,Recomendeitor,72,Content_72,2015-05-09,48,short,4.3
465,user_465,user465@example.com,hash_password_465,2022-11-06,Japan,Genre_4,consumer,Recomendeitor,672,465,125,2022-12-16,111,Recomendeitor_Plus,125,Content_125,2022-01-01,163,movie,2.2
751,user_751,user751@example.com,hash_password_751,2022-12-22,France,,content_creator,Recomendeitor_Plus,673,751,30,2021-10-09,143,Recomendeitor,30,Content_30,2021-06-21,46,series,2.0
223,user_223,user223@example.com,hash_password_223,2021-06-09,India,Genre_6,admin,Recomendeitor,674,223,172,2021-03-10,83,Recomendeitor,172,Content_172,2016-12-27,34,documentary,4.5
631,user_631,user631@example.com,hash_password_631,2021-11-23,UK,Genre_4,admin,Recomendeitor_Plus,675,631,53,2021-12-06,72,Recomendeitor,53,Content_53,2015-12-03,54,short,4.6
825,user_825,user825@example.com,hash_password_825,2022-02-06,Germany,,moderator,Recomendeitor_Plus,676,825,138,2022-10-18,162,Recomendeitor,138,Content_138,2022-09-12,166,series,3.8
264,user_264,user264@example.com,hash_password_264,2022-10-12,UK,Genre_5,admin,Recomendeitor_Plus,677,264,87,2021-03-24,130,Recomendeitor_Plus,87,Content_87,2020-08-04,62,short,3.1
207,user_207,user207@example.com,hash_password_207,2020-11-25,Germany,Genre_6,admin,Recomendeitor_Plus,678,207,180,2021-07-08,27,Recomendeitor,180,Content_180,2021-04-17,110,live,2.2
607,user_607,user607@example.com,hash_password_607,2020-06-14,Japan,Genre_4,content_creator,Recomendeitor_Plus,679,607,177,2021-12-05,74,Recomendeitor_Plus,177,Content_177,2021-12-31,46,documentary,1.5
885,user_885,user885@example.com,hash_password_885,2020-12-02,Japan,Genre_7,content_creator,Recomendeitor_Plus,680,885,139,2022-04-03,99,Recomendeitor_Plus,139,Content_139,2012-04-28,165,live,3.9
734,user_734,user734@example.com,hash_password_734,2020-04-16,India,Genre_10,content_creator,Recomendeitor_Plus,681,734,194,2021-11-08,72,Recomendeitor,194,Content_194,2010-04-06,139,documentary,2.2
366,user_366,user366@example.com,hash_password_366,2021-12-12,USA,Genre_4,admin,Recomendeitor,682,366,186,2022-02-11,23,Recomendeitor,186,Content_186,2018-07-19,56,series,3.5
276,user_276,user276@example.com,hash_password_276,2020-08-05,USA,,consumer,Recomendeitor_Plus,683,276,164,2021-03-03,68,Recomendeitor_Plus,164,Content_164,2017-09-30,158,documentary,1.9
380,user_380,user380@example.com,hash_password_380,2021-03-18,UK,Genre_3,content_creator,Recomendeitor_Plus,684,380,161,2021-11-04,142,Recomendeitor_Plus,161,Content_161,2022-12-24,129,short,3.8
743,user_743,user743@example.com,hash_password_743,2021-01-05,India,Genre_2,admin,Recomendeitor,685,743,175,2022-11-08,117,Recomendeitor_Plus,175,Content_175,2022-09-02,93,short,3.2
309,user_309,user309@example.com,hash_password_309,2022-10-25,Italy,Genre_1,content_creator,Recomendeitor,686,309,13,2021-08-29,106,Recomendeitor_Plus,13,Content_13,2016-11-06,56,short,2.9
631,user_631,user631@example.com,hash_password_631,2021-11-23,UK,Genre_4,admin,Recomendeitor_Plus,687,631,40,2022-08-03,93,Recomendeitor,40,Content_40,2012-12-24,32,live,1.2
268,user_268,user268@example.com,hash_password_268,2021-09-17,Germany,Genre_4,consumer,Recomendeitor_Plus,688,268,89,2021-09-21,65,Recomendeitor_Plus,89,Content_89,2018-06-25,66,short,4.9
945,user_945,user945@example.com,hash_password_945,2022-03-22,UK,Genre_2,content_creator,Recomendeitor,689,945,68,2021-06-22,68,Recomendeitor_Plus,68,Content_68,2019-05-12,22,documentary,4.8
785,user_785,user785@example.com,hash_password_785,2022-10-24,Brazil,Genre_10,admin,Recomendeitor,690,785,42,2021-09-16,128,Recomendeitor_Plus,42,Content_42,2018-10-30,43,movie,1.7
64,user_64,user64@example.com,hash_password_64,2020-03-12,Japan,Genre_7,consumer,Recomendeitor_Plus,691,64,147,2022-08-29,63,Recomendeitor_Plus,147,Content_147,2014-10-24,171,live,4.4
810,user_810,user810@example.com,hash_password_810,2022-07-09,Japan,Genre_7,admin,Recomendeitor,692,810,94,2021-05-11,113,Recomendeitor,94,Content_94,2013-06-18,41,movie,1.0
350,user_350,user350@example.com,hash_password_350,2021-05-06,Canada,Genre_10,consumer,Recomendeitor,693,350,19,2021-03-01,90,Recomendeitor,19,Content_19,2011-05-15,122,documentary,5.0
925,user_925,user925@example.com,hash_password_925,2021-09-14,Japan,Genre_9,consumer,Recomendeitor_Plus,694,925,186,2022-02-01,81,Recomendeitor,186,Content_186,2018-07-19,56,series,3.5
915,user_915,user915@example.com,hash_password_915,2021-12-30,India,Genre_1,content_creator,Recomendeitor,695,915,23,2022-05-07,103,Recomendeitor_Plus,23,Content_23,2022-07-01,76,series,2.6
494,user_494,user494@example.com,hash_password_494,2022-04-12,Italy,Genre_5,admin,Recomendeitor_Plus,696,494,54,2021-03-30,160,Recomendeitor_Plus,54,Content_54,2016-12-12,70,documentary,4.8
523,user_523,user523@example.com,hash_password_523,2020-11-02,Germany,Genre_5,content_creator,Recomendeitor,697,523,65,2022-02-17,116,Recomendeitor,65,Content_65,2021-04-10,153,short,1.8
98,user_98,user98@example.com,hash_password_98,2020-12-07,Italy,Genre_1,moderator,Recomendeitor,698,98,140,2022-02-01,13,Recomendeitor,140,Content_140,2011-03-10,148,series,4.4
946,user_946,user946@example.com,hash_password_946,2021-08-13,Italy,Genre_2,content_creator,Recomendeitor_Plus,699,946,24,2021-05-31,124,Recomendeitor_Plus,24,Content_24,2015-06-26,74,live,4.0
71,user_71,user71@example.com,hash_password_71,2021-08-13,Brazil,,consumer,Recomendeitor_Plus,700,71,34,2022-12-05,147,Recomendeitor,34,Content_34,2021-06-09,137,documentary,2.0
364,user_364,user364@example.com,hash_password_364,2020-04-22,Spain,Genre_8,admin,Recomendeitor,701,364,53,2022-08-26,152,Recomendeitor_Plus,53,Content_53,2015-12-03,54,short,4.6
570,user_570,user570@example.com,hash_password_570,2022-01-05,UK,,admin,Recomendeitor_Plus,702,570,136,2021-09-29,88,Recomendeitor_Plus,136,Content_136,2020-03-13,130,series,2.8
802,user_802,user802@example.com,hash_password_802,2022-03-21,Italy,Genre_6,content_creator,Recomendeitor,703,802,18,2021-09-30,11,Recomendeitor_Plus,18,Content_18,2017-06-13,35,documentary,4.7
763,user_763,user763@example.com,hash_password_763,2021-04-29,Japan,Genre_4,admin,Recomendeitor,704,763,57,2022-07-19,15,Recomendeitor_Plus,57,Content_57,2021-05-27,111,documentary,4.1
276,user_276,user276@example.com,hash_password_276,2020-08-05,USA,,consumer,Recomendeitor_Plus,705,276,112,2022-09-29,10,Recomendeitor_Plus,112,Content_112,2019-05-25,17,documentary,2.6
50,user_50,user50@example.com,hash_password_50,2021-12-14,Brazil,Genre_2,admin,Recomendeitor,706,50,5,2022-05-17,41,Recomendeitor_Plus,5,Content_5,2019-09-07,73,movie,3.5
358,user_358,user358@example.com,hash_password_358,2020-07-22,Japan,,moderator,Recomendeitor,707,358,154,2022-09-26,155,Recomendeitor,154,Content_154,2012-07-12,121,documentary,1.7
728,user_728,user728@example.com,hash_password_728,2020-01-31,France,,consumer,Recomendeitor,708,728,158,2021-04-25,73,Recomendeitor,158,Content_158,2015-11-15,166,short,1.1
906,user_906,user906@example.com,hash_password_906,2021-03-29,Brazil,Genre_10,content_creator,Recomendeitor,709,906,182,2021-07-03,52,Recomendeitor,182,Content_182,2012-08-03,112,movie,4.5
928,user_928,user928@example.com,hash_password_928,2022-06-15,Brazil,Genre_2,admin,Recomendeitor_Plus,710,928,13,2021-03-21,128,Recomendeitor_Plus,13,Content_13,2016-11-06,56,short,2.9
564,user_564,user564@example.com,hash_password_564,2021-12-23,Spain,Genre_10,admin,Recomendeitor,711,564,83,2021-04-24,28,Recomendeitor,83,Content_83,2010-12-03,167,movie,1.5
783,user_783,user783@example.com,hash_password_783,2022-04-07,Canada,Genre_3,moderator,Recomendeitor_Plus,712,783,29,2021-07-18,65,Recomendeitor_Plus,29,Content_29,2013-11-23,152,live,4.2
485,user_485,user485@example.com,hash_password_485,2021-05-24,Brazil,Genre_8,admin,Recomendeitor,713,485,3,2021-06-03,17,Recomendeitor_Plus,3,Content_3,2020-02-15,147,live,4.7
84,user_84,user84@example.com,hash_password_84,2022-10-03,USA,Genre_6,consumer,Recomendeitor,714,84,90,2021-05-15,95,Recomendeitor_Plus,90,Content_90,2020-08-22,34,short,1.9
899,user_899,user899@example.com,hash_password_899,2020-01-22,Spain,Genre_6,content_creator,Recomendeitor,715,899,104,2022-04-13,172,Recomendeitor_Plus,104,Content_104,2020-09-19,119,short,3.9
805,user_805,user805@example.com,hash_password_805,2022-08-14,India,Genre_8,consumer,Recomendeitor_Plus,716,805,123,2021-04-29,138,Recomendeitor,123,Content_123,2014-12-19,88,short,2.1
638,user_638,user638@example.com,hash_password_638,2021-03-06,France,Genre_4,consumer,Recomendeitor,717,638,186,2022-08-14,63,Recomendeitor,186,Content_186,2018-07-19,56,series,3.5
808,user_808,user808@example.com,hash_password_808,2021-12-23,India,Genre_4,content_creator,Recomendeitor,718,808,76,2022-08-13,175,Recomendeitor,76,Content_76,2016-11-16,64,movie,3.6
584,user_584,user584@example.com,hash_password_584,2020-12-14,Spain,Genre_7,content_creator,Recomendeitor,719,584,130,2022-05-25,38,Recomendeitor_Plus,130,Content_130,2014-02-23,97,live,3.0
296,user_296,user296@example.com,hash_password_296,2020-11-28,USA,Genre_5,admin,Recomendeitor,720,296,108,2021-02-28,70,Recomendeitor,108,Content_108,2012-09-11,31,movie,4.6
236,user_236,user236@example.com,hash_password_236,2020-02-18,France,Genre_10,moderator,Recomendeitor_Plus,721,236,156,2021-05-18,104,Recomendeitor,156,Content_156,2019-03-01,174,series,3.9
56,user_56,user56@example.com,hash_password_56,2021-03-31,Germany,Genre_1,content_creator,Recomendeitor,722,56,82,2022-08-24,53,Recomendeitor,82,Content_82,2017-01-11,154,live,1.2
919,user_919,user919@example.com,hash_password_919,2020-10-13,France,Genre_4,moderator,Recomendeitor_Plus,723,919,77,2022-05-03,172,Recomendeitor_Plus,77,Content_77,2018-10-03,36,movie,1.6
360,user_360,user360@example.com,hash_password_360,2022-09-29,USA,Genre_10,consumer,Recomendeitor_Plus,724,360,2,2022-01-19,119,Recomendeitor,2,Content_2,2015-03-27,63,live,2.4
907,user_907,user907@example.com,hash_password_907,2022-12-19,India,,consumer,Recomendeitor,725,907,127,2021-12-27,74,Recomendeitor_Plus,127,Content_127,2017-01-25,105,series,4.0
110,user_110,user110@example.com,hash_password_110,2021-05-03,UK,Genre_7,consumer,Recomendeitor,726,110,135,2022-08-09,54,Recomendeitor,135,Content_135,2013-03-30,78,movie,3.9
192,user_192,user192@example.com,hash_password_192,2020-05-02,Italy,Genre_8,content_creator,Recomendeitor_Plus,727,192,26,2022-03-14,20,Recomendeitor_Plus,26,Content_26,2014-04-05,34,live,4.8
904,user_904,user904@example.com,hash_password_904,2020-03-25,Canada,Genre_7,content_creator,Recomendeitor,728,904,88,2022-08-14,79,Recomendeitor,88,Content_88,2022-11-14,28,live,1.2
93,user_93,user93@example.com,hash_password_93,2021-08-12,France,Genre_3,admin,Recomendeitor,729,93,16,2022-03-27,31,Recomendeitor,16,Content_16,2019-03-10,123,live,2.2
862,user_862,user862@example.com,hash_password_862,2021-07-27,Brazil,Genre_6,consumer,Recomendeitor,730,862,151,2021-12-15,135,Recomendeitor,151,Content_151,2019-11-13,60,short,4.8
568,user_568,user568@example.com,hash_password_568,2020-11-27,UK,Genre_10,moderator,Recomendeitor_Plus,731,568,168,2022-06-14,58,Recomendeitor_Plus,168,Content_168,2014-01-23,33,documentary,4.9
60,user_60,user60@example.com,hash_password_60,2022-06-15,Japan,Genre_3,consumer,Recomendeitor_Plus,732,60,188,2022-12-19,105,Recomendeitor,188,Content_188,2015-08-25,114,live,4.3
650,user_650,user650@example.com,hash_password_650,2021-05-11,USA,Genre_5,content_creator,Recomendeitor,733,650,73,2022-11-17,10,Recomendeitor,73,Content_73,2014-04-18,145,documentary,2.3
39,user_39,user39@example.com,hash_password_39,2020-11-30,Canada,Genre_4,content_creator,Recomendeitor_Plus,734,39,32,2022-03-15,10,Recomendeitor_Plus,32,Content_32,2019-12-28,145,short,2.4
540,user_540,user540@example.com,hash_password_540,2022-12-19,USA,Genre_1,moderator,Recomendeitor,735,540,15,2022-05-15,39,Recomendeitor_Plus,15,Content_15,2018-07-07,28,short,1.5
49,user_49,user49@example.com,hash_password_49,2020-03-08,Italy,Genre_6,content_creator,Recomendeitor,736,49,141,2022-05-09,156,Recomendeitor_Plus,141,Content_141,2014-09-13,130,live,2.1
420,user_420,user420@example.com,hash_password_420,2021-06-02,Italy,Genre_2,consumer,Recomendeitor,737,420,5,2022-05-01,158,Recomendeitor_Plus,5,Content_5,2019-09-07,73,movie,3.5
637,user_637,user637@example.com,hash_password_637,2022-09-17,Canada,Genre_3,moderator,Recomendeitor_Plus,738,637,74,2021-09-09,37,Recomendeitor,74,Content_74,2015-07-02,129,movie,3.8
13,user_13,user13@example.com,hash_password_13,2021-10-17,Brazil,Genre_9,admin,Recomendeitor_Plus,739,13,52,2022-11-03,119,Recomendeitor,52,Content_52,2017-12-30,43,series,2.4
992,user_992,user992@example.com,hash_password_992,2020-06-27,Spain,,content_creator,Recomendeitor,740,992,77,2022-05-03,67,Recomendeitor_Plus,77,Content_77,2018-10-03,36,movie,1.6
36,user_36,user36@example.com,hash_password_36,2021-06-12,France,Genre_5,moderator,Recomendeitor,741,36,169,2021-09-03,43,Recomendeitor,169,Content_169,2019-09-24,117,live,1.2
101,user_101,user101@example.com,hash_password_101,2020-03-27,Canada,Genre_2,consumer,Recomendeitor,742,101,181,2021-04-28,52,Recomendeitor_Plus,181,Content_181,2021-02-03,57,series,2.2
794,user_794,user794@example.com,hash_password_794,2020-06-12,UK,Genre_8,content_creator,Recomendeitor,743,794,110,2021-12-08,101,Recomendeitor,110,Content_110,2019-05-16,13,documentary,4.9
86,user_86,user86@example.com,hash_password_86,2022-08-04,Brazil,Genre_1,moderator,Recomendeitor_Plus,744,86,178,2021-02-23,56,Recomendeitor_Plus,178,Content_178,2016-06-26,51,live,4.5
516,user_516,user516@example.com,hash_password_516,2020-03-09,Japan,Genre_9,content_creator,Recomendeitor,745,516,143,2021-12-31,76,Recomendeitor,143,Content_143,2015-10-13,116,series,1.8
223,user_223,user223@example.com,hash_password_223,2021-06-09,India,Genre_6,admin,Recomendeitor,746,223,106,2021-12-10,68,Recomendeitor_Plus,106,Content_106,2014-01-26,161,movie,1.7
338,user_338,user338@example.com,hash_password_338,2022-06-03,India,Genre_9,consumer,Recomendeitor,747,338,127,2022-05-06,137,Recomendeitor_Plus,127,Content_127,2017-01-25,105,series,4.0
960,user_960,user960@example.com,hash_password_960,2020-11-23,Spain,Genre_5,content_creator,Recomendeitor,748,960,7,2021-08-24,106,Recomendeitor,7,Content_7,2017-06-21,30,series,2.3
166,user_166,user166@example.com,hash_password_166,2020-10-04,USA,Genre_2,consumer,Recomendeitor_Plus,749,166,40,2022-09-11,125,Recomendeitor,40,Content_40,2012-12-24,32,live,1.2
383,user_383,user383@example.com,hash_password_383,2022-04-23,UK,Genre_4,moderator,Recomendeitor_Plus,750,383,156,2021-08-02,92,Recomendeitor,156,Content_156,2019-03-01,174,series,3.9
856,user_856,user856@example.com,hash_password_856,2021-09-20,USA,Genre_5,consumer,Recomendeitor,751,856,160,2022-04-05,23,Recomendeitor_Plus,160,Content_160,2019-05-23,69,movie,1.0
895,user_895,user895@example.com,hash_password_895,2020-12-19,India,Genre_5,consumer,Recomendeitor,752,895,99,2021-02-13,109,Recomendeitor,99,Content_99,2017-06-15,157,short,4.0
376,user_376,user376@example.com,hash_password_376,2021-06-26,Brazil,Genre_2,admin,Recomendeitor_Plus,753,376,143,2021-10-01,61,Recomendeitor_Plus,143,Content_143,2015-10-13,116,series,1.8
471,user_471,user471@example.com,hash_password_471,2021-08-17,Italy,Genre_3,consumer,Recomendeitor_Plus,754,471,85,2022-01-30,168,Recomendeitor,85,Content_85,2018-10-27,30,series,1.0
790,user_790,user790@example.com,hash_password_790,2021-06-14,Canada,Genre_5,moderator,Recomendeitor_Plus,755,790,198,2021-02-27,44,Recomendeitor,198,Content_198,2021-02-20,175,short,2.3
642,user_642,user642@example.com,hash_password_642,2021-01-06,Spain,Genre_4,consumer,Recomendeitor_Plus,756,642,65,2021-08-30,152,Recomendeitor_Plus,65,Content_65,2021-04-10,153,short,1.8
31,user_31,user31@example.com,hash_password_31,2021-03-08,India,Genre_7,admin,Recomendeitor_Plus,757,31,132,2021-12-25,179,Recomendeitor_Plus,132,Content_132,2019-05-19,17,short,4.7
375,user_375,user375@example.com,hash_password_375,2020-07-24,Italy,Genre_10,content_creator,Recomendeitor,758,375,11,2021-12-18,161,Recomendeitor,11,Content_11,2015-03-05,39,short,2.7
11,user_11,user11@example.com,hash_password_11,2020-05-15,Germany,Genre_1,consumer,Recomendeitor_Plus,759,11,108,2021-01-30,16,Recomendeitor_Plus,108,Content_108,2012-09-11,31,movie,4.6
988,user_988,user988@example.com,hash_password_988,2022-07-05,France,,moderator,Recomendeitor,760,988,26,2021-02-14,22,Recomendeitor_Plus,26,Content_26,2014-04-05,34,live,4.8
302,user_302,user302@example.com,hash_password_302,2021-08-29,Brazil,,consumer,Recomendeitor,761,302,189,2021-10-14,57,Recomendeitor,189,Content_189,2011-09-16,133,series,4.6
96,user_96,user96@example.com,hash_password_96,2022-12-05,Japan,Genre_3,consumer,Recomendeitor_Plus,762,96,165,2022-10-08,62,Recomendeitor_Plus,165,Content_165,2015-06-23,22,series,3.8
190,user_190,user190@example.com,hash_password_190,2021-01-09,Italy,Genre_1,content_creator,Recomendeitor_Plus,763,190,151,2021-08-11,107,Recomendeitor,151,Content_151,2019-11-13,60,short,4.8
453,user_453,user453@example.com,hash_password_453,2022-05-19,USA,Genre_10,moderator,Recomendeitor,764,453,85,2021-03-01,71,Recomendeitor,85,Content_85,2018-10-27,30,series,1.0
