id,username,email,password,date_of_registration,country,preferences,user_type,recommendation_system,id,user_id,content_id,recommended_by,recommendation_date,id,title,release_date,duration,content_type,rating
905,user_905,user905@example.com,hash_password_905,2022-05-09,France,Genre_7,content_creator,Recomendeitor_Plus,618,905,108,Recomendeitor_Plus,2022-02-08,108,Content_108,2012-09-11,31,movie,4.6
393,user_393,user393@example.com,hash_password_393,2022-10-27,USA,Genre_5,moderator,Recomendeitor,619,393,187,Recomendeitor,2021-11-17,187,Content_187,2020-01-16,155,series,3.3
703,user_703,user703@example.com,hash_password_703,2021-09-04,Canada,Genre_3,moderator,Recomendeitor,620,703,48,Recomendeitor,2022-06-29,48,Content_48,2017-06-01,108,short,3.3
79,user_79,user79@example.com,hash_password_79,2020-11-21,USA,Genre_4,consumer,Recomendeitor,621,79,63,Recomendeitor,2022-11-27,63,Content_63,2018-06-06,171,movie,2.3
717,user_717,user717@example.com,hash_password_717,2021-05-23,UK,Genre_7,admin,Recomendeitor_Plus,622,717,12,Recomendeitor,2021-10-17,12,Content_12,2021-11-26,66,live,1.1
896,user_896,user896@example.com,hash_password_896,2021-07-14,USA,Genre_1,admin,Recomendeitor_Plus,623,896,34,Recomendeitor,2021-12-23,34,Content_34,2021-06-09,137,documentary,2.0
790,user_790,user790@example.com,hash_password_790,2021-06-14,Canada,Genre_5,moderator,Recomendeitor_Plus,624,790,189,Recomendeitor_Plus,2022-08-04,189,Content_189,2011-09-16,133,series,4.6
784,user_784,user784@example.com,hash_password_784,2021-10-27,Japan,Genre_3,content_creator,Recomendeitor,625,784,102,Recomendeitor,2021-03-07,102,Content_102,2012-01-25,23,documentary,2.2
544,user_544,user544@example.com,hash_password_544,2020-10-25,Japan,Genre_2,consumer,Recomendeitor_Plus,626,544,87,Recomendeitor,2022-03-28,87,Content_87,2020-08-04,62,short,3.1
450,user_450,user450@example.com,hash_password_450,2022-11-02,UK,Genre_10,moderator,Recomendeitor_Plus,627,450,181,Recomendeitor,2021-03-16,181,Content_181,2021-02-03,57,series,2.2
474,user_474,user474@example.com,hash_password_474,2020-12-11,France,Genre_3,consumer,Recomendeitor_Plus,628,474,25,Recomendeitor,2022-01-28,25,Content_25,2020-04-09,45,short,4.7
142,user_142,user142@example.com,hash_password_142,2020-04-08,Italy,,consumer,Recomendeitor,629,142,190,Recomendeitor,2021-04-14,190,Content_190,2017-06-28,22,short,1.0
251,user_251,user251@example.com,hash_password_251,2022-01-04,Brazil,,content_creator,Recomendeitor,630,251,132,Recomendeitor_Plus,2022-05-10,132,Content_132,2019-05-19,17,short,4.7
294,user_294,user294@example.com,hash_password_294,2022-01-24,UK,Genre_3,admin,Recomendeitor,631,294,141,Recomendeitor,2022-09-29,141,Content_141,2014-09-13,130,live,2.1
610,user_610,user610@example.com,hash_password_610,2020-09-30,Brazil,Genre_9,consumer,Recomendeitor,632,610,170,Recomendeitor_Plus,2021-11-03,170,Content_170,2016-07-07,20,movie,3.0
136,user_136,user136@example.com,hash_password_136,2020-08-25,Japan,Genre_1,content_creator,Recomendeitor,633,136,49,Recomendeitor,2021-02-28,49,Content_49,2020-10-19,81,short,3.1
484,user_484,user484@example.com,hash_password_484,2021-09-10,India,Genre_2,consumer,Recomendeitor,634,484,78,Recomendeitor_Plus,2022-04-05,78,Content_78,2010-01-08,127,live,4.5
789,user_789,user789@example.com,hash_password_789,2022-10-02,Italy,Genre_8,admin,Recomendeitor_Plus,635,789,184,Recomendeitor,2022-03-18,184,Content_184,2010-08-19,50,documentary,4.2
312,user_312,user312@example.com,hash_password_312,2020-10-21,Canada,Genre_8,moderator,Recomendeitor,636,312,175,Recomendeitor,2021-02-18,175,Content_175,2022-09-02,93,short,3.2
814,user_814,user814@example.com,hash_password_814,2020-05-14,Germany,Genre_9,consumer,Recomendeitor_Plus,637,814,136,Recomendeitor_Plus,2021-12-04,136,Content_136,2020-03-13,130,series,2.8
555,user_555,user555@example.com,hash_password_555,2020-01-01,Spain,Genre_4,moderator,Recomendeitor_Plus,638,555,55,Recomendeitor,2022-05-30,55,Content_55,2015-09-03,92,live,4.6
632,user_632,user632@example.com,hash_password_632,2020-09-04,France,Genre_7,admin,Recomendeitor_Plus,639,632,18,Recomendeitor_Plus,2021-04-12,18,Content_18,2017-06-13,35,documentary,4.7
732,user_732,user732@example.com,hash_password_732,2020-12-14,Canada,Genre_9,admin,Recomendeitor,640,732,35,Recomendeitor,2021-07-03,35,Content_35,2014-08-02,136,movie,1.8
46,user_46,user46@example.com,hash_password_46,2021-06-18,France,Genre_9,consumer,Recomendeitor,641,46,160,Recomendeitor_Plus,2021-08-15,160,Content_160,2019-05-23,69,movie,1.0
236,user_236,user236@example.com,hash_password_236,2020-02-18,France,Genre_10,moderator,Recomendeitor_Plus,642,236,152,Recomendeitor_Plus,2021-07-22,152,Content_152,2021-03-24,150,movie,3.0
48,user_48,user48@example.com,hash_password_48,2021-02-14,Germany,,consumer,Recomendeitor_Plus,643,48,7,Recomendeitor_Plus,2022-10-23,7,Content_7,2017-06-21,30,series,2.3
198,user_198,user198@example.com,hash_password_198,2020-07-18,Germany,Genre_6,content_creator,Recomendeitor_Plus,644,198,13,Recomendeitor,2021-09-02,13,Content_13,2016-11-06,56,short,2.9
84,user_84,user84@example.com,hash_password_84,2022-10-03,USA,Genre_6,consumer,Recomendeitor,645,84,126,Recomendeitor_Plus,2022-12-21,126,Content_126,2014-08-27,27,series,3.9
543,user_543,user543@example.com,hash_password_543,2020-07-16,Brazil,Genre_8,moderator,Recomendeitor,646,543,112,Recomendeitor,2022-09-15,112,Content_112,2019-05-25,17,documentary,2.6
161,user_161,user161@example.com,hash_password_161,2020-09-02,Spain,Genre_1,consumer,Recomendeitor,647,161,69,Recomendeitor_Plus,2021-11-02,69,Content_69,2010-08-17,120,live,3.0
428,user_428,user428@example.com,hash_password_428,2022-05-21,France,Genre_6,content_creator,Recomendeitor_Plus,648,428,100,Recomendeitor_Plus,2022-06-29,100,Content_100,2021-11-17,169,movie,4.4
71,user_71,user71@example.com,hash_password_71,2021-08-13,Brazil,,consumer,Recomendeitor_Plus,649,71,90,Recomendeitor_Plus,2022-10-09,90,Content_90,2020-08-22,34,short,1.9
520,user_520,user520@example.com,hash_password_520,2022-04-16,India,,consumer,Recomendeitor_Plus,650,520,42,Recomendeitor,2022-07-26,42,Content_42,2018-10-30,43,movie,1.7
969,user_969,user969@example.com,hash_password_969,2020-08-31,Japan,,admin,Recomendeitor,651,969,109,Recomendeitor,2021-09-11,109,Content_109,2015-04-15,39,series,4.2
898,user_898,user898@example.com,hash_password_898,2021-04-14,Brazil,Genre_8,content_creator,Recomendeitor,652,898,159,Recomendeitor,2021-09-05,159,Content_159,2015-08-28,170,short,4.4
913,user_913,user913@example.com,hash_password_913,2022-06-10,Spain,Genre_8,consumer,Recomendeitor_Plus,653,913,110,Recomendeitor_Plus,2021-12-18,110,Content_110,2019-05-16,13,documentary,4.9
52,user_52,user52@example.com,hash_password_52,2020-07-12,USA,Genre_2,admin,Recomendeitor_Plus,654,52,26,Recomendeitor,2021-07-31,26,Content_26,2014-04-05,34,live,4.8
45,user_45,user45@example.com,hash_password_45,2021-07-11,Japan,Genre_4,admin,Recomendeitor,655,45,76,Recomendeitor,2021-07-01,76,Content_76,2016-11-16,64,movie,3.6
293,user_293,user293@example.com,hash_password_293,2021-09-23,Germany,Genre_3,consumer,Recomendeitor,656,293,32,Recomendeitor_Plus,2021-02-28,32,Content_32,2019-12-28,145,short,2.4
938,user_938,user938@example.com,hash_password_938,2020-07-03,USA,Genre_4,moderator,Recomendeitor_Plus,657,938,91,Recomendeitor_Plus,2021-06-07,91,Content_91,2017-07-09,40,series,2.2
812,user_812,user812@example.com,hash_password_812,2021-05-15,India,Genre_1,consumer,Recomendeitor_Plus,658,812,125,Recomendeitor,2021-04-16,125,Content_125,2022-01-01,163,movie,2.2
465,user_465,user465@example.com,hash_password_465,2022-11-06,Japan,Genre_4,consumer,Recomendeitor,659,465,126,Recomendeitor,2022-08-29,126,Content_126,2014-08-27,27,series,3.9
885,user_885,user885@example.com,hash_password_885,2020-12-02,Japan,Genre_7,content_creator,Recomendeitor_Plus,660,885,52,Recomendeitor,2022-08-22,52,Content_52,2017-12-30,43,series,2.4
550,user_550,user550@example.com,hash_password_550,2022-08-14,France,Genre_10,admin,Recomendeitor,661,550,148,Recomendeitor_Plus,2022-03-31,148,Content_148,2022-05-09,109,short,3.8
867,user_867,user867@example.com,hash_password_867,2021-10-22,Japan,Genre_1,moderator,Recomendeitor,662,867,103,Recomendeitor_Plus,2021-03-26,103,Content_103,2010-06-29,165,series,2.3
380,user_380,user380@example.com,hash_password_380,2021-03-18,UK,Genre_3,content_creator,Recomendeitor_Plus,663,380,105,Recomendeitor_Plus,2021-05-01,105,Content_105,2020-05-11,62,series,4.3
743,user_743,user743@example.com,hash_password_743,2021-01-05,India,Genre_2,admin,Recomendeitor,664,743,168,Recomendeitor_Plus,2021-03-24,168,Content_168,2014-01-23,33,documentary,4.9
478,user_478,user478@example.com,hash_password_478,2021-04-19,India,Genre_9,consumer,Recomendeitor_Plus,665,478,187,Recomendeitor_Plus,2021-05-08,187,Content_187,2020-01-16,155,series,3.3
262,user_262,user262@example.com,hash_password_262,2020-03-25,Canada,Genre_6,consumer,Recomendeitor_Plus,666,262,14,Recomendeitor,2021-12-16,14,Content_14,2014-08-19,172,movie,3.6
580,user_580,user580@example.com,hash_password_580,2020-05-25,USA,Genre_6,content_creator,Recomendeitor,667,580,172,Recomendeitor,2021-12-28,172,Content_172,2016-12-27,34,documentary,4.5
179,user_179,user179@example.com,hash_password_179,2022-04-03,Canada,Genre_10,moderator,Recomendeitor_Plus,668,179,104,Recomendeitor,2021-09-01,104,Content_104,2020-09-19,119,short,3.9
357,user_357,user357@example.com,hash_password_357,2021-09-06,Japan,Genre_5,consumer,Recomendeitor_Plus,669,357,117,Recomendeitor_Plus,2021-11-12,117,Content_117,2017-11-07,91,short,3.8
419,user_419,user419@example.com,hash_password_419,2020-01-06,France,,consumer,Recomendeitor,670,419,48,Recomendeitor_Plus,2021-04-04,48,Content_48,2017-06-01,108,short,3.3
698,user_698,user698@example.com,hash_password_698,2021-12-27,France,Genre_10,content_creator,Recomendeitor,671,698,93,Recomendeitor,2022-02-21,93,Content_93,2010-11-17,32,series,1.9
953,user_953,user953@example.com,hash_password_953,2022-06-02,Brazil,Genre_6,admin,Recomendeitor,672,953,171,Recomendeitor,2021-10-06,171,Content_171,2013-12-22,26,series,3.9
201,user_201,user201@example.com,hash_password_201,2022-05-04,Spain,Genre_10,content_creator,Recomendeitor_Plus,673,201,144,Recomendeitor,2022-08-22,144,Content_144,2018-08-21,156,series,2.4
902,user_902,user902@example.com,hash_password_902,2021-03-02,USA,Genre_2,moderator,Recomendeitor_Plus,674,902,110,Recomendeitor_Plus,2021-06-11,110,Content_110,2019-05-16,13,documentary,4.9
13,user_13,user13@example.com,hash_password_13,2021-10-17,Brazil,Genre_9,admin,Recomendeitor_Plus,675,13,163,Recomendeitor_Plus,2021-12-18,163,Content_163,2016-06-01,32,short,2.8
443,user_443,user443@example.com,hash_password_443,2021-04-23,USA,Genre_5,content_creator,Recomendeitor,676,443,53,Recomendeitor_Plus,2021-08-28,53,Content_53,2015-12-03,54,short,4.6
726,user_726,user726@example.com,hash_password_726,2020-05-07,Germany,Genre_9,admin,Recomendeitor_Plus,677,726,162,Recomendeitor_Plus,2021-12-26,162,Content_162,2019-03-31,147,documentary,4.9
732,user_732,user732@example.com,hash_password_732,2020-12-14,Canada,Genre_9,admin,Recomendeitor,678,732,3,Recomendeitor_Plus,2021-07-25,3,Content_3,2020-02-15,147,live,4.7
286,user_286,user286@example.com,hash_password_286,2020-03-19,Brazil,Genre_1,content_creator,Recomendeitor_Plus,679,286,68,Recomendeitor,2022-10-25,68,Content_68,2019-05-12,22,documentary,4.8
756,user_756,user756@example.com,hash_password_756,2022-08-01,Spain,Genre_6,moderator,Recomendeitor,680,756,133,Recomendeitor,2021-04-04,133,Content_133,2012-06-17,178,movie,4.3
868,user_868,user868@example.com,hash_password_868,2022-05-04,Spain,Genre_1,admin,Recomendeitor_Plus,681,868,138,Recomendeitor_Plus,2021-03-12,138,Content_138,2022-09-12,166,series,3.8
258,user_258,user258@example.com,hash_password_258,2021-07-04,UK,Genre_6,admin,Recomendeitor_Plus,682,258,52,Recomendeitor_Plus,2021-05-03,52,Content_52,2017-12-30,43,series,2.4
570,user_570,user570@example.com,hash_password_570,2022-01-05,UK,,admin,Recomendeitor_Plus,683,570,157,Recomendeitor,2022-09-20,157,Content_157,2018-03-29,154,documentary,2.5
548,user_548,user548@example.com,hash_password_548,2022-11-18,Canada,Genre_3,moderator,Recomendeitor,684,548,96,Recomendeitor_Plus,2022-06-17,96,Content_96,2019-05-06,19,short,4.9
840,user_840,user840@example.com,hash_password_840,2020-10-23,Brazil,Genre_4,moderator,Recomendeitor,685,840,31,Recomendeitor_Plus,2021-08-25,31,Content_31,2019-10-15,150,movie,3.3
941,user_941,user941@example.com,hash_password_941,2022-07-30,Canada,Genre_4,consumer,Recomendeitor_Plus,686,941,66,Recomendeitor,2022-10-04,66,Content_66,2016-10-24,111,movie,1.3
490,user_490,user490@example.com,hash_password_490,2022-09-23,Canada,Genre_10,content_creator,Recomendeitor_Plus,687,490,91,Recomendeitor_Plus,2022-07-02,91,Content_91,2017-07-09,40,series,2.2
498,user_498,user498@example.com,hash_password_498,2021-02-09,Italy,Genre_3,moderator,Recomendeitor,688,498,69,Recomendeitor_Plus,2022-06-26,69,Content_69,2010-08-17,120,live,3.0
905,user_905,user905@example.com,hash_password_905,2022-05-09,France,Genre_7,content_creator,Recomendeitor_Plus,689,905,165,Recomendeitor,2022-04-14,165,Content_165,2015-06-23,22,series,3.8
894,user_894,user894@example.com,hash_password_894,2021-04-05,France,Genre_2,consumer,Recomendeitor,690,894,155,Recomendeitor_Plus,2021-02-01,155,Content_155,2017-08-06,65,live,4.1
705,user_705,user705@example.com,hash_password_705,2022-05-26,Canada,Genre_6,moderator,Recomendeitor_Plus,691,705,87,Recomendeitor_Plus,2021-06-17,87,Content_87,2020-08-04,62,short,3.1
333,user_333,user333@example.com,hash_password_333,2020-04-15,Japan,Genre_6,content_creator,Recomendeitor_Plus,692,333,33,Recomendeitor,2022-10-12,33,Content_33,2010-05-09,142,series,3.6
562,user_562,user562@example.com,hash_password_562,2022-10-14,Spain,Genre_6,consumer,Recomendeitor,693,562,68,Recomendeitor,2022-10-28,68,Content_68,2019-05-12,22,documentary,4.8
975,user_975,user975@example.com,hash_password_975,2021-12-30,Germany,Genre_3,content_creator,Recomendeitor_Plus,694,975,187,Recomendeitor_Plus,2021-09-12,187,Content_187,2020-01-16,155,series,3.3
32,user_32,user32@example.com,hash_password_32,2020-01-11,UK,Genre_3,content_creator,Recomendeitor_Plus,695,32,192,Recomendeitor,2021-04-26,192,Content_192,2018-12-13,109,documentary,1.2
610,user_610,user610@example.com,hash_password_610,2020-09-30,Brazil,Genre_9,consumer,Recomendeitor,696,610,88,Recomendeitor,2021-03-12,88,Content_88,2022-11-14,28,live,1.2
43,user_43,user43@example.com,hash_password_43,2021-08-13,Japan,Genre_9,moderator,Recomendeitor,697,43,172,Recomendeitor_Plus,2022-07-07,172,Content_172,2016-12-27,34,documentary,4.5
893,user_893,user893@example.com,hash_password_893,2020-10-28,USA,Genre_8,admin,Recomendeitor,698,893,95,Recomendeitor,2021-07-12,95,Content_95,2014-07-18,83,live,3.9
351,user_351,user351@example.com,hash_password_351,2021-02-09,Italy,Genre_7,consumer,Recomendeitor,699,351,108,Recomendeitor_Plus,2021-10-04,108,Content_108,2012-09-11,31,movie,4.6
334,user_334,user334@example.com,hash_password_334,2022-11-14,Italy,Genre_10,consumer,Recomendeitor_Plus,700,334,177,Recomendeitor,2021-11-04,177,Content_177,2021-12-31,46,documentary,1.5
822,user_822,user822@example.com,hash_password_822,2021-08-11,India,Genre_8,consumer,Recomendeitor_Plus,701,822,53,Recomendeitor,2022-02-03,53,Content_53,2015-12-03,54,short,4.6
559,user_559,user559@example.com,hash_password_559,2021-10-29,India,Genre_4,admin,Recomendeitor_Plus,702,559,74,Recomendeitor_Plus,2021-02-08,74,Content_74,2015-07-02,129,movie,3.8
270,user_270,user270@example.com,hash_password_270,2020-06-18,France,Genre_3,consumer,Recomendeitor_Plus,703,270,49,Recomendeitor_Plus,2022-06-10,49,Content_49,2020-10-19,81,short,3.1
944,user_944,user944@example.com,hash_password_944,2020-12-16,Brazil,Genre_6,consumer,Recomendeitor,704,944,113,Recomendeitor_Plus,2021-08-21,113,Content_113,2016-12-10,21,documentary,3.4
823,user_823,user823@example.com,hash_password_823,2021-06-06,France,Genre_4,admin,Recomendeitor_Plus,705,823,114,Recomendeitor,2021-07-22,114,Content_114,2011-08-03,128,live,3.6
413,user_413,user413@example.com,hash_password_413,2020-03-19,France,Genre_5,admin,Recomendeitor_Plus,706,413,194,Recomendeitor_Plus,2022-09-29,194,Content_194,2010-04-06,139,documentary,2.2
943,user_943,user943@example.com,hash_password_943,2022-08-18,Brazil,Genre_3,content_creator,Recomendeitor_Plus,707,943,95,Recomendeitor_Plus,2021-05-16,95,Content_95,2014-07-18,83,live,3.9
575,user_575,user575@example.com,hash_password_575,2022-03-11,India,Genre_3,moderator,Recomendeitor,708,575,191,Recomendeitor,2021-01-25,191,Content_191,2011-09-12,150,movie,3.7
19,user_19,user19@example.com,hash_password_19,2022-02-24,Spain,,moderator,Recomendeitor_Plus,709,19,25,Recomendeitor,2021-11-11,25,Content_25,2020-04-09,45,short,4.7
347,user_347,user347@example.com,hash_password_347,2022-06-25,UK,Genre_3,consumer,Recomendeitor,710,347,132,Recomendeitor,2022-10-26,132,Content_132,2019-05-19,17,short,4.7
905,user_905,user905@example.com,hash_password_905,2022-05-09,France,Genre_7,content_creator,Recomendeitor_Plus,711,905,179,Recomendeitor_Plus,2021-12-18,179,Content_179,2016-07-27,154,documentary,1.6
613,user_613,user613@example.com,hash_password_613,2021-12-22,Japan,,content_creator,Recomendeitor,712,613,139,Recomendeitor,2022-03-08,139,Content_139,2012-04-28,165,live,3.9
37,user_37,user37@example.com,hash_password_37,2021-03-07,India,Genre_9,moderator,Recomendeitor_Plus,713,37,145,Recomendeitor,2022-08-05,145,Content_145,2014-07-19,146,live,2.3
619,user_619,user619@example.com,hash_password_619,2020-07-26,France,Genre_1,consumer,Recomendeitor,714,619,108,Recomendeitor_Plus,2022-03-04,108,Content_108,2012-09-11,31,movie,4.6
92,user_92,user92@example.com,hash_password_92,2021-12-19,USA,Genre_8,admin,Recomendeitor,715,92,194,Recomendeitor,2021-07-14,194,Content_194,2010-04-06,139,documentary,2.2
820,user_820,user820@example.com,hash_password_820,2022-08-06,UK,Genre_1,moderator,Recomendeitor,716,820,198,Recomendeitor,2021-03-15,198,Content_198,2021-02-20,175,short,2.3
185,user_185,user185@example.com,hash_password_185,2020-06-22,UK,,content_creator,Recomendeitor,717,185,69,Recomendeitor_Plus,2021-12-25,69,Content_69,2010-08-17,120,live,3.0
728,user_728,user728@example.com,hash_password_728,2020-01-31,France,,consumer,Recomendeitor,718,728,84,Recomendeitor,2021-03-21,84,Content_84,2013-03-11,22,live,4.1
28,user_28,user28@example.com,hash_password_28,2020-12-08,UK,Genre_9,content_creator,Recomendeitor,719,28,157,Recomendeitor_Plus,2022-09-17,157,Content_157,2018-03-29,154,documentary,2.5
548,user_548,user548@example.com,hash_password_548,2022-11-18,Canada,Genre_3,moderator,Recomendeitor,720,548,85,Recomendeitor_Plus,2022-09-09,85,Content_85,2018-10-27,30,series,1.0
372,user_372,user372@example.com,hash_password_372,2020-11-27,Spain,Genre_2,consumer,Recomendeitor_Plus,721,372,119,Recomendeitor_Plus,2021-04-19,119,Content_119,2021-01-07,136,documentary,4.1
832,user_832,user832@example.com,hash_password_832,2021-06-12,USA,Genre_1,content_creator,Recomendeitor_Plus,722,832,72,Recomendeitor_Plus,2021-04-05,72,Content_72,2015-05-09,48,short,4.3
530,user_530,user530@example.com,hash_password_530,2021-05-02,Japan,Genre_10,moderator,Recomendeitor,723,530,20,Recomendeitor_Plus,2021-01-10,20,Content_20,2020-03-05,80,live,1.2
345,user_345,user345@example.com,hash_password_345,2021-10-13,USA,Genre_4,moderator,Recomendeitor,724,345,27,Recomendeitor,2021-02-17,27,Content_27,2010-06-10,46,series,3.3
419,user_419,user419@example.com,hash_password_419,2020-01-06,France,,consumer,Recomendeitor,725,419,8,Recomendeitor_Plus,2022-10-07,8,Content_8,2012-02-12,178,documentary,4.4
196,user_196,user196@example.com,hash_password_196,2022-04-07,Brazil,Genre_9,admin,Recomendeitor_Plus,726,196,85,Recomendeitor_Plus,2022-08-30,85,Content_85,2018-10-27,30,series,1.0
78,user_78,user78@example.com,hash_password_78,2021-07-05,India,Genre_1,consumer,Recomendeitor,727,78,61,Recomendeitor_Plus,2021-06-22,61,Content_61,2017-01-01,154,live,3.4
167,user_167,user167@example.com,hash_password_167,2022-02-27,Japan,Genre_3,moderator,Recomendeitor_Plus,728,167,156,Recomendeitor_Plus,2021-04-12,156,Content_156,2019-03-01,174,series,3.9
90,user_90,user90@example.com,hash_password_90,2021-01-15,UK,Genre_3,admin,Recomendeitor,729,90,198,Recomendeitor,2021-06-03,198,Content_198,2021-02-20,175,short,2.3
264,user_264,user264@example.com,hash_password_264,2022-10-12,UK,Genre_5,admin,Recomendeitor_Plus,730,264,3,Recomendeitor,2022-10-02,3,Content_3,2020-02-15,147,live,4.7
472,user_472,user472@example.com,hash_password_472,2020-03-01,Germany,,consumer,Recomendeitor_Plus,731,472,197,Recomendeitor,2021-11-08,197,Content_197,2016-12-22,82,live,3.5
208,user_208,user208@example.com,hash_password_208,2022-04-17,UK,Genre_2,content_creator,Recomendeitor,732,208,7,Recomendeitor_Plus,2021-10-17,7,Content_7,2017-06-21,30,series,2.3
724,user_724,user724@example.com,hash_password_724,2021-10-16,Japan,Genre_10,content_creator,Recomendeitor,733,724,188,Recomendeitor,2022-06-18,188,Content_188,2015-08-25,114,live,4.3
271,user_271,user271@example.com,hash_password_271,2021-01-21,Germany,Genre_3,consumer,Recomendeitor_Plus,734,271,4,Recomendeitor,2022-05-05,4,Content_4,2022-09-28,51,series,1.9
263,user_263,user263@example.com,hash_password_263,2022-11-12,Spain,Genre_6,content_creator,Recomendeitor_Plus,735,263,133,Recomendeitor_Plus,2022-12-30,133,Content_133,2012-06-17,178,movie,4.3
506,user_506,user506@example.com,hash_password_506,2021-06-21,Spain,Genre_1,content_creator,Recomendeitor_Plus,736,506,139,Recomendeitor_Plus,2022-05-16,139,Content_139,2012-04-28,165,live,3.9
785,user_785,user785@example.com,hash_password_785,2022-10-24,Brazil,Genre_10,admin,Recomendeitor,737,785,125,Recomendeitor,2021-03-07,125,Content_125,2022-01-01,163,movie,2.2
512,user_512,user512@example.com,hash_password_512,2021-08-21,India,,admin,Recomendeitor_Plus,738,512,15,Recomendeitor,2022-03-29,15,Content_15,2018-07-07,28,short,1.5
854,user_854,user854@example.com,hash_password_854,2021-04-02,Spain,Genre_2,moderator,Recomendeitor_Plus,739,854,192,Recomendeitor,2022-04-01,192,Content_192,2018-12-13,109,documentary,1.2
726,user_726,user726@example.com,hash_password_726,2020-05-07,Germany,Genre_9,admin,Recomendeitor_Plus,740,726,13,Recomendeitor,2021-07-21,13,Content_13,2016-11-06,56,short,2.9
886,user_886,user886@example.com,hash_password_886,2022-01-22,France,Genre_6,moderator,Recomendeitor_Plus,741,886,118,Recomendeitor_Plus,2022-12-14,118,Content_118,2011-12-31,107,documentary,1.7
576,user_576,user576@example.com,hash_password_576,2022-10-28,Italy,Genre_4,moderator,Recomendeitor,742,576,7,Recomendeitor_Plus,2022-09-24,7,Content_7,2017-06-21,30,series,2.3
524,user_524,user524@example.com,hash_password_524,2021-07-19,France,,admin,Recomendeitor_Plus,743,524,104,Recomendeitor_Plus,2021-02-28,104,Content_104,2020-09-19,119,short,3.9
722,user_722,user722@example.com,hash_password_722,2021-08-11,Brazil,Genre_10,moderator,Recomendeitor_Plus,744,722,6,Recomendeitor_Plus,2021-01-17,6,Content_6,2014-11-29,135,short,1.9
312,user_312,user312@example.com,hash_password_312,2020-10-21,Canada,Genre_8,moderator,Recomendeitor,745,312,184,Recomendeitor_Plus,2021-02-20,184,Content_184,2010-08-19,50,documentary,4.2
174,user_174,user174@example.com,hash_password_174,2020-11-04,USA,Genre_9,admin,Recomendeitor_Plus,746,174,64,Recomendeitor,2021-06-03,64,Content_64,2014-11-26,133,series,4.4
431,user_431,user431@example.com,hash_password_431,2020-04-26,Germany,Genre_10,moderator,Recomendeitor,747,431,178,Recomendeitor_Plus,2022-12-02,178,Content_178,2016-06-26,51,live,4.5
768,user_768,user768@example.com,hash_password_768,2020-11-04,Spain,Genre_2,content_creator,Recomendeitor,748,768,30,Recomendeitor_Plus,2022-05-17,30,Content_30,2021-06-21,46,series,2.0
463,user_463,user463@example.com,hash_password_463,2021-05-31,Japan,Genre_9,moderator,Recomendeitor,749,463,22,Recomendeitor,2021-12-11,22,Content_22,2017-05-08,144,movie,2.5
101,user_101,user101@example.com,hash_password_101,2020-03-27,Canada,Genre_2,consumer,Recomendeitor,750,101,153,Recomendeitor_Plus,2022-09-21,153,Content_153,2018-05-01,92,movie,2.5
16,user_16,user16@example.com,hash_password_16,2020-05-25,France,Genre_8,content_creator,Recomendeitor,751,16,156,Recomendeitor,2021-04-11,156,Content_156,2019-03-01,174,series,3.9
709,user_709,user709@example.com,hash_password_709,2022-09-25,Canada,Genre_7,admin,Recomendeitor_Plus,752,709,118,Recomendeitor_Plus,2021-03-13,118,Content_118,2011-12-31,107,documentary,1.7
258,user_258,user258@example.com,hash_password_258,2021-07-04,UK,Genre_6,admin,Recomendeitor_Plus,753,258,84,Recomendeitor_Plus,2022-12-04,84,Content_84,2013-03-11,22,live,4.1
896,user_896,user896@example.com,hash_password_896,2021-07-14,USA,Genre_1,admin,Recomendeitor_Plus,754,896,167,Recomendeitor_Plus,2022-10-21,167,Content_167,2021-11-13,170,short,3.2
244,user_244,user244@example.com,hash_password_244,2020-11-28,Brazil,Genre_5,consumer,Recomendeitor_Plus,755,244,195,Recomendeitor,2022-10-07,195,Content_195,2022-04-17,25,short,2.2
348,user_348,user348@example.com,hash_password_348,2022-05-28,Italy,Genre_2,content_creator,Recomendeitor,756,348,133,Recomendeitor_Plus,2022-09-21,133,Content_133,2012-06-17,178,movie,4.3
249,user_249,user249@example.com,hash_password_249,2022-01-04,Germany,,content_creator,Recomendeitor_Plus,757,249,193,Recomendeitor,2021-09-15,193,Content_193,2017-10-10,40,movie,3.2
105,user_105,user105@example.com,hash_password_105,2021-09-15,Brazil,Genre_6,moderator,Recomendeitor_Plus,758,105,143,Recomendeitor_Plus,2021-04-06,143,Content_143,2015-10-13,116,series,1.8
694,user_694,user694@example.com,hash_password_694,2022-11-05,India,Genre_10,admin,Recomendeitor,759,694,90,Recomendeitor_Plus,2021-02-03,90,Content_90,2020-08-22,34,short,1.9
667,user_667,user667@example.com,hash_password_667,2020-04-06,France,,moderator,Recomendeitor,760,667,195,Recomendeitor,2021-12-25,195,Content_195,2022-04-17,25,short,2.2
287,user_287,user287@example.com,hash_password_287,2022-10-10,Canada,Genre_9,moderator,Recomendeitor_Plus,761,287,168,Recomendeitor,2021-02-09,168,Content_168,2014-01-23,33,documentary,4.9
169,user_169,user169@example.com,hash_password_169,2022-08-29,Italy,Genre_7,consumer,Recomendeitor_Plus,762,169,121,Recomendeitor_Plus,2021-05-11,121,Content_121,2018-06-24,114,movie,4.8
